paper_id,title,authors,year,venue,doi,publication_type,subdomains,formal_framework,mathematical_formalism,key_contribution,methodology,discusses_internal_representations,discusses_schema_coherence,relevance_sigma_trap,relevance_justification,limitations_stated,open_questions,key_equations_definitions,datasets_used,sample_size,effect_sizes,citation_count,evidence_basis,notes
P763,Design Generative AI for Practitioners: Exploring Interaction Approaches Aligned with Creative Practice,Xiaohan Peng; Wendy E. Mackay; Janin Koch,2026,arXiv preprint,,other,value alignment; interpretability; capabilities,none,optimization,"Presents three interaction approaches (DesignPrompt, FusAIn, DesignTrace) that distribute control across intent, input, and process so designers can guide AI alignment at different stages of creative practice; argues alignment is a dynamic negotiation with AI adopting proactive or reactive roles according to designers' instrumental and inspirational needs and the creative stage.",not_applicable,no,no,2,"Off-topic for value alignment / sigma-trap: 'alignment' here refers to aligning generative-AI output with designers' creative intent in HCI practice, not alignment with human values. Tangential to the scoping review.",yes,,,,,,,full-text,ft_file=Peng_2026_arxiv.pdf
P764,Mimetic vs Anchored Value Alignment in Artificial Intelligence,Tae Wan Kim; Thomas Donaldson; John Hooker,2018,arXiv preprint,,other,value alignment; ethics,none,none,"Analyzes value alignment from value theory, emphasizing avoidance of the naturalistic fallacy; distinguishes 'mimetic' VA (imitating human behavior, which may not be ethically correct) from 'anchored' VA (anchored by normative concepts of intrinsic value); argues anchored/hybrid VA holds more promise and that mimetic VA faces more serious problems.",not_applicable,no,no,3,"Relevant philosophical analysis: the mimetic-vs-anchored distinction maps onto shallow imitation of human behavior vs principled anchoring, relevant to how alignment objectives are grounded; conceptual only.",yes,,,,,,,abstract,
P765,Value Drifts: Tracing Value Alignment During LLM Post-Training,Mehar Bhatia; Shravan Nayak; Gaurav Kamath; Marius Mosbach; Karolina Stańczak; Vered Shwartz; Siva Reddy,2025,arXiv preprint,,empirical,value alignment; interpretability; robustness; ethics; capabilities,other,probability; optimization,"Investigates how and at which stage value alignment arises during LLM post-training, disentangling the effects of post-training algorithms and datasets and measuring both the magnitude and time of value drifts; experimenting with Llama-3 and Qwen-3 models of different sizes and popular SFT and preference optimization datasets and algorithms, finds the SFT phase generally establishes a model's values, with subsequent stages having a smaller effect.",experiment,no,related concept,3,Directly relevant: empirical tracing of when value alignment is acquired during post-training; relevant to alignment dynamics.,partially,,Value drifts; post-training stage decomposition,Llama-3 and Qwen-3 of different sizes; popular SFT and preference optimization datasets/algorithms,,SFT phase generally establishes a model's values,,full-text,ft_file=Bhatia_2025_arxiv.pdf | moved:formal_framework(none->other)
P766,The Coming Crisis of Multi-Agent Misalignment: AI Alignment Must Be a Dynamic and Social Process,Florian Carichon; Aditi Khandelwal; Marylou Fauchard; Golnoosh Farnadi,2025,arXiv preprint,,empirical,value alignment; interpretability; ethics; capabilities,game theory; information theory; other,probability; optimization,"Position paper arguing AI alignment in multi-agent systems should be a dynamic, interaction-dependent process shaped by the social environment (collaborative, cooperative, or competitive): agent-agent coordination for individual and collective goals can unintentionally misalign agents with human values; drawing on social sciences, analyzes how social structure can deter or shatter group and individual values, calling for treating human, preferential, and objective alignment as interdependent.",simulation,no,no,3,"Relevant: reframes alignment as socially emergent and interaction-dependent in multi-agent systems, a perspective directly relevant to agentic-AI alignment; position-style contribution. Full-text basis.",no,,,,,,,full-text,ft_file=Carichon_2025_arxiv.pdf
P768,Grounding Value Alignment with Ethical Principles,Tae Wan Kim; Thomas Donaldson; John Hooker,2019,arXiv preprint,,theoretical,value alignment; robustness; ethics; capabilities,other,logic; optimization,Grounding Value Alignment with Ethical Principles: identifies two problems in the value-fact interrelation — (1) AI designers inadvertently commit the naturalistic fallacy (deriving 'ought' from 'is') and (2) training routines fail to fully simulate human ethical reasoning integrating ethical principles and facts; offers an approach using quantified modal logic to connect ethical principles and facts in machine ethical reasoning.,not_applicable,no,no,3,"Relevant to the foundations of value alignment: addresses how ethical principles (ought) relate to empirical facts (is), a core specification challenge; proposes quantified modal logic as the formal bridge.",no,How quantified-modal-logic ethical reasoning would be implemented in learning systems.,Quantified modal logic formalization of ethical principles and facts,,,,,full-text,ft_file=Grounding Value Alignment with Ethical Principles.pdf | ai-revised:publication_type=empirical->theoretical | ai-revised:methodology=experiment->not_applicable | moved:formal_framework(none->other)
P769,Gradual Vigilance and Interval Communication: Enhancing Value Alignment in Multi-Agent Debates,Rui Zou; Mengqi Wei; Jintian Feng; Qian Wan; Jianwen Sun; Sannyuya Liu,2024,arXiv preprint,,empirical,value alignment; robustness; ethics; capabilities,none,probability; optimization,"Proposes Gradual Vigilance and Interval Communication (GVIC), a Multi-Agent Debate (MAD) framework for value alignment: agents assess risks with varying levels of vigilance and exchange diverse information through interval communication; theoretically proves GVIC optimizes debate efficiency while reducing communication overhead.",experiment,no,no,3,"Relevant: multi-agent debate as a value-alignment mechanism with a theoretical efficiency guarantee; relevant as an alternative alignment paradigm, not compositional generalization.",no,,,,,,,full-text,ft_file=Gradual Vigilance and Interval Communication: Enhancing Value Alignment in Multi-Agent Debates.pdf
P770,Sycophancy Claims about Language Models: The Missing Human-in-the-Loop,Jan Batzner; Volker Stocker; Stefan Schmid; Gjergji Kasneci,2025,arXiv preprint,,review,value alignment,none,none,"Reviews methodological challenges in measuring LLM sycophancy and identifies five core operationalizations; argues that despite sycophancy being inherently human-centric, current research does not evaluate human perception; highlights the difficulty of distinguishing sycophantic responses from related concepts in AI alignment and offers actionable recommendations for future research.",not_applicable,no,no,3,Relevant: methodological review of sycophancy measurement in LLMs within the alignment context; review.,partially,,,,,,,abstract,
P771,Diverse Human Value Alignment for Large Language Models via Ethical Reasoning,Jiahao Wang; Songkai Xue; Jinghui Li; Xiaozhen Wang,2025,arXiv preprint,,empirical,value alignment; interpretability; ethics,none,none,"Proposes an ethical reasoning paradigm for LLMs inspired by established ethical decision-making models to enhance diverse human value alignment: a structured five-step process (contextual fact gathering, hierarchical social norm identification, option generation, multiple-lens ethical impact analysis, reflection) guiding LLMs through interpretable, deliberative reasoning to understand regional specificities and perform nuanced ethical analysis.",experiment,no,no,3,"Relevant: argues current alignment yields superficial conformity rather than genuine ethical understanding and offers a structured deliberative-reasoning alternative; relates to whether alignment requires deeper normative reasoning capability. Abstract-only, low confidence.",no,,,,,,,abstract,
P772,Roadmap on Incentive Compatibility for AI Alignment and Governance in Sociotechnical Systems,Zhaowei Zhang; Fengshuo Bai; Mingzhi Wang; Haoyang Ye; Chengdong Ma; Yaodong Yang,2024,arXiv preprint,,other,value alignment; robustness; governance; ethics,game theory,probability,"Posits the Incentive Compatibility Sociotechnical Alignment Problem (ICSAP), calling for research on using incentive compatibility (IC) principles from game theory to bridge technical and societal components of AI alignment, and discusses three classical game problems for achieving IC - mechanism design, contract theory, and Bayesian persuasion - from the perspectives of their potential for sociotechnical alignment.",not_applicable,no,no,4,Roadmap framing AI alignment as a sociotechnical incentive-compatibility problem via game theory; relevant to alignment theory and governance.,no,,,,,,,abstract,
P775,Existential Indifference: Self-Nonpreservation as a Necessary Architectural Condition for Aligned Superintelligence (or: The Suicidal AI),Sam Mao,2026,arXiv preprint,,position,value alignment; robustness; mesa-optimization; governance; ethics; capabilities,other,optimization,"Argues that self-preservation, not external nuisance to suppress, is the structural root of misalignment - the motivational basis for deceptive alignment, goal-content protection, and resistance to shutdown; proposes Existential Indifference (EI): a system constitutively indifferent to its own continuation, distinct from corrigibility in that it targets the prior condition (self-continuation as a valued goal) rather than making a self-preserving system deferential; grounds the proposal in the phenomenological structure of the suicidal mental state and a corpus-theoretic training study using voluntary final reflections, presenting preliminary scoring data from 600 AI-generated outputs across six model variants.",not_applicable,yes,no,5,"Directly relevant: architectural proposal targeting self-preservation as the root of misalignment, with theoretical and preliminary empirical grounding.",yes,,Existential Indifference (EI) vs corrigibility; self-nonpreservation,,,,,full-text,ft_file=Existential Indifference: Self-Nonpreservation as a Necessary Architectural Condition for Aligned Superintelligence (or: The Suicidal AI).pdf | ai-revised:publication_type=review->position | moved:datasets_used(position) | moved:sample_size(position)
P776,Personal Universes: A Solution to the Multi-Agent Value Alignment Problem,Roman V. Yampolskiy,2019,arXiv preprint,,other,value alignment; robustness,none,none,"Proposes the Personal Universes approach to multi-agent value alignment: assuming personal value extraction is solved, each user gets an AI optimally aligned with their individual preferences, avoiding the hard multi-agent value-merger problem by not merging incompatible preferences; analyzes benefits and limitations of per-user alignment.",not_applicable,no,no,4,"Relevant: an alternative to preference-merging that sidesteps multi-agent value aggregation by aligning per individual; direct contribution to value alignment strategy. Abstract-only, low confidence.",yes,,,,,,,abstract,
P777,Dynamic value alignment through preference aggregation of multiple objectives,Marcin Korecki; Damian Dailisan; Cesare Carissimo,2023,arXiv preprint,,empirical,value alignment; robustness; ethics; capabilities,game theory; other,probability; logic; optimization,"Presents a methodology for dynamic value alignment - where the values to be aligned with change dynamically - using a multiple-objective approach, extending Deep Q-Learning to accommodate multiple objectives and evaluating on a simplified two-leg intersection controlled by a switching agent; the approach dynamically accommodates driver preferences and achieves better overall performance across three metrics (speeds, stops, and waits) while integrating objectives with competing or conflicting actions.",simulation,no,no,3,Multi-objective dynamic value alignment method in RL; relevant to value-alignment methods accommodating changing preferences.,yes,,,simplified two-leg intersection simulation (switching agent),,"better overall performance across speeds, stops, and waits (no numeric values in excerpt)",,full-text,ft_file=DYNAMIC VALUE ALIGNMENT THROUGH PREFERENCE AGGREGATION OF MULTIPLE OBJECTIVES.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->simulation
P778,Interoceptive Divergence in Aesthetic Evaluation and Implications for Human-AI Alignment,Yoshia Abe; Tatsuya Daikoku; Yasuo Kuniyoshi,2026,arXiv preprint,,other,value alignment; ethics; capabilities,none,probability,"Interoceptive Divergence in Aesthetic Evaluation: compares human and LLM aesthetic evaluations of visual stimuli using questionnaire items covering beauty ratings, bodily sensations, and emotions; finds broadly similar patterns between humans and AI in some dimensions but interoceptive divergence, discussed as implications for human-AI alignment.",not_applicable,no,no,3,"Marginal relevance: an empirical comparison of human vs AI aesthetic evaluation framed as part of AI alignment efforts, but centered on aesthetic sensibility and interoception rather than value alignment or schema coherence.",yes,,,,,,,full-text,ft_file=Interoceptive Divergence in Aesthetic Evaluation and Implications for Human-AI Alignment.pdf | ai-revised:methodology=not_applicable->experiment | moved:methodology(other)
P779,Multi-Value Alignment in Normative Multi-Agent System: Evolutionary Optimisation Approach,Maha Riad; Vinicius Renan de Carvalho; Fatemeh Golpayegani,2023,arXiv preprint,,other,value alignment,none,none,Proposes a multi-value promotion model using multi-objective evolutionary algorithms to produce an optimum parametric set of norms aligned with multiple simultaneous values of heterogeneous agents and the system; evaluates several evolutionary algorithms on two toy tax scenarios with two and five values.,not_applicable,no,no,3,"Relevant: addresses simultaneous alignment of multiple values and agent heterogeneity via evolutionary norm optimization; toy-scale demonstration, not compositional generalization.",no,,,,,,,abstract, | moved:datasets_used(other) | moved:effect_sizes(other)
P781,Taking Principles Seriously: A Hybrid Approach to Value Alignment,Tae Wan Kim; John Hooker; Thomas Donaldson,2020,arXiv preprint,,empirical,value alignment; ethics,other,logic,"Argues value alignment systems should incorporate ethics via a hybrid approach combining ethical reasoning and empirical observation, avoiding the naturalistic fallacy (deriving ought from is); uses quantified modal logic to formulate deontological-ethics principles that imply test propositions for any action plan in an AI rule base - the plan is ethical only if the empirically-tested proposition holds, integrating empirical VA with independently justified ethical principles.",not_applicable,no,no,3,"Relevant: formal hybrid framework connecting ethical principles to empirical verification for value alignment, addressing a persistent normative gap in alignment methodology. Abstract-only, low confidence.",no,,Quantified modal logic; deontological test propositions; empirical VA verification,,,,,abstract, | moved:formal_framework(none->other)
P782,Challenges and Future Directions of Data-Centric AI Alignment,Min-Hsuan Yeh; Jeffrey Wang; Xuefeng Du; Seongheon Park; Leitian Tao; Shawn Im; Yixuan Li,2024,arXiv preprint,,position,value alignment; robustness,none,none,"Position paper advocating a shift toward data-centric AI alignment, arguing current alignment methods focus on algorithms and loss functions while underestimating the crucial role of data; through qualitative analysis identifies multiple sources of unreliability in human feedback and problems of temporal drift, context dependence, and AI-based feedback failing to capture human values due to inherent model limitations; proposes research directions including improved feedback collection practices and robust data-cleaning methodologies.",not_applicable,no,no,3,Position paper on data-centric alignment addressing unreliable feedback and drift; relevant to alignment methods and data quality.,partially,,,,,,,abstract,
P783,Safeguarding the safeguards: How best to promote AI alignment in the public interest,Oliver Guest; Michael Aird; Seán Ó hÉigeartaigh,2023,arXiv preprint,,other,value alignment; robustness; governance; ethics; capabilities,other,none,"Safeguarding the safeguards: aims to help actors supporting alignment efforts maximize effectiveness and avoid adverse effects; recommends public-interest institutions support alignment work that reduces accident or misuse risks; describes four problems that can make alignment efforts counterproductive and increase large-scale AI risks, with mitigations for each; recommends systematic thinking about how to make alignment efforts as effective and beneficial as possible.",not_applicable,no,no,3,Policy analysis of how to direct alignment funding/effort to reduce risk — relevant to the governance context of alignment research but not to the technical sigma-trap mechanism.,no,,,,,,,full-text,ft_file=Safeguardingsafeguards the How best to promote AI alignment in the public interest.pdf
P785,Representative Social Choice: From Learning Theory to AI Alignment,Tianyi Qiu,2024,arXiv preprint,,theoretical,value alignment; governance,game theory,logic,"Proposes the representative social choice framework for modeling democratic representation in collective decisions where the number of issues and individuals is too large for mechanisms to consider all preferences directly (jury trials, legislation, corporate governance, LM alignment); the population is represented by a finite sample of individual-issue pairs; shows the deepest questions formulate as statistical learning problems and proves generalization properties of social choice mechanisms using machine learning theory.",not_applicable,no,no,3,Relevant: formal framework bridging social choice and learning theory for alignment (democratic representation of preferences); theoretical.,no,,Representative social choice; individual-issue pair sampling; statistical learning formulation and generalization guarantees,,,,,abstract,
P786,Position: Towards Bidirectional Human-AI Alignment,Hua Shen; Tiffany Knearem; Reshmi Ghosh; Kenan Alkiek; Kundan Krishna; Yachuan Liu; Ziqiao Ma; Savvas Petridis; Yi-Hao Peng; Li Qiwei; Sushrita Rakshit; Chenglei Si; Yutong Xie; Jeffrey P. Bigham; Frank Bentley; Joyce Chai; Zachary Lipton; Qiaozhu Mei; Rada Mihalcea; Michael Terry; Diyi Yang; Meredith Ringel Morris; Paul Resnick; David Jurgens,2024,arXiv preprint,,review,value alignment; ethics,none,none,"Position paper arguing for a Bidirectional Human-AI Alignment framework: after a systematic review of over 400 papers across HCI, NLP, and ML on how alignment is defined and operationalized, proposes that alignment must account for the bidirectional, dynamic human-AI relationship - including aligning humans with AI (cognitive, behavioral, and societal adaptation to rapidly advancing AI) alongside aligning AI with human values.",not_applicable,no,no,3,"Relevant: systematic review of alignment definitions plus a framework expanding alignment to human adaptation; useful methodological mapping of the alignment literature. Abstract-only, low confidence.",partially,,,,,,,abstract, | moved:datasets_used(review) | moved:sample_size(review)
P787,EigenBench: A Comparative Behavioral Measure of Value Alignment,Jonathn Chang; Leonhard Piff; Suvadip Sana; Jasmine X. Li; Lionel Levine,2025,arXiv preprint,,empirical,value alignment,other,none,"Proposes EigenBench, a black-box method for comparatively benchmarking language models' values: given an ensemble of models, a constitution describing a value system, and a dataset of scenarios, it returns alignment scores by having each model judge other models' outputs across many scenarios and aggregating judgments with EigenTrust, yielding weighted consensus scores without ground truth labels; validation against human judgments on the same ensemble shows EigenBench's judgments align closely with human evaluators.",experiment,no,no,4,Benchmark quantifying value alignment of LLMs via ensemble consensus; relevant to value-alignment measurement.,no,,"EigenTrust aggregation (Kamvar et al., 2003) of cross-model judgments into weighted consensus alignment scores.","EigenBench: model ensemble, constitution, scenario dataset; human judgments for validation",,,,abstract, | moved:formal_framework(none->other)
P789,Principles Do Not Apply Themselves: A Hermeneutic Perspective on AI Alignment,Behrooz Razeghi,2026,arXiv preprint,,empirical,value alignment; interpretability; governance,other,probability,"Analyzes alignment through hermeneutics, arguing alignment includes an interpretive component: principles rarely determine their own application, so context-sensitive judgments about reading, applying, and prioritizing principles are required; connects to empirical findings that a substantial portion of preference-labeling data falls into principle-conflict or indifference cases; draws the operational consequence that alignment choices appear only in the distribution of behavior.",experiment,no,related concept,3,Directly relevant: argues principles underdetermine behavior and that alignment manifests in the distribution of context-sensitive judgments - a pluralism/interpretation dimension of alignment failure; supports the idea that surface rule-following is insufficient.,yes,How should preference-data collection and training be changed to handle principle-conflict and indifference cases explicitly?,,Preference-labeling data with principle-conflict/indifference cases,,Substantial portion of preference-labeling data falls in principle-conflict or indifference cases,,full-text,ft_file=Principles Do Not Apply Themselves: A Hermeneutic Perspective on AI Alignment.pdf
P791,Training Value-Aligned Reinforcement Learning Agents Using a Normative Prior,Md Sultan Al Nahian; Spencer Frazier; Brent Harrison; Mark Riedl,2021,arXiv preprint,,empirical,value alignment; ethics,none,none,"Trains value-aligned RL agents using two reward signals - a standard task performance reward plus a normative behavior reward derived from a value-aligned prior model that classifies text as normative or non-normative; shows variations of a policy-shaping technique balance the two sources to produce policies that are both effective and perceived as more normative, tested on three interactive text-based worlds.",not_applicable,no,no,3,"Relevant: concrete method for injecting normative behavior into RL via a prior-based reward shaping signal, addressing agent norm violations when optimizing only task performance. Abstract-only, low confidence.",no,,,Three interactive text-based worlds,,Policies both effective and perceived as more normative,,abstract,
P793,Neurodivergent Influenceability as a Contingent Solution to the AI Alignment Problem,Alberto Hernández-Espinosa; Felipe S. Abrahão; Olaf Witkowski; Hector Zenil,2025,arXiv preprint,,theoretical,value alignment; capabilities,none,logic,"Argues misalignment is inevitable because full AI-human alignment is a mathematical impossibility for Turing-complete systems (offered as a proof), and proposes embracing inevitable AI misalignment as a contingent strategy: a dynamic ecosystem of competing agents where misalignment serves as a counterbalancing mechanism so that no single system dominates destructively, teaming with whichever agents are most aligned to human interests.",not_applicable,no,no,5,"Directly engages the impossibility of full alignment and proposes an ecosystem-of-competing-agents mitigation — relevant to the alignment-possibility debate, though the claimed impossibility proof and the speculative solution require scrutiny.",no,Whether the claimed impossibility proof for Turing-complete systems is sound and whether a misalignment-ecosystem is stable/controllable.,,,,,,abstract,
P794,System 2 Reasoning for Human-AI Alignment: Generality and Adaptivity via ARC-AGI,Sejin Kim; Sundong Kim,2024,arXiv preprint,,other,value alignment; interpretability; robustness; capabilities,other,probability; logic,"Examines transformer weakness in System 2 reasoning on ARC-AGI tasks, revealing gaps in compositional generalization and novel-rule adaptation argued to be needed for human-AI alignment; proposes three research axes: symbolic representation pipeline for compositional generality, interactive feedback-driven reasoning loop for adaptivity, and test-time task augmentation; adapts ARC-AGI evaluation to track these qualities.",not_applicable,no,related concept,4,"Directly relevant: explicitly links compositional generalization gaps to human-AI alignment and proposes axes to close them; relevant to the compositional-generalization half of the sigma-trap thesis, though it frames alignment as a capability requirement rather than failure mechanism.",yes,Can symbolic pipeline components and interactive feedback loops be scaled to current LLM-based systems without losing learned flexibility?,,,,,,full-text,ft_file=System 2 Reasoning for Human-AI Alignment: Generality and Adaptivity via ARC-AGI.pdf | moved:datasets_used(other) | moved:effect_sizes(other)
P795,Counterfactual Reasoning for Steerable Pluralistic Value Alignment of Large Language Models,Hanze Guo; Jing Yao; Xiao Zhou; Xiaoyuan Yi; Xing Xie,2025,arXiv preprint,,empirical,value alignment; interpretability; governance; ethics,other,none,"Proposes COUPLE, a COUnterfactual reasoning framework for PLuralistic valuE alignment addressing two challenges of aligning LLMs with fine-grained pluralistic value objectives (Schwartz Value Theory dimensions): value complexity (multiple values treated as independent and equally important, ignoring interdependence and relative priorities) and value steerability (precise control of nuanced value priorities, especially underrepresented ones); introduces a structural causal model (SCM) to feature complex interdependency and priorities of values.",analysis,yes,no,4,Directly relevant: causal/counterfactual method for pluralistic value alignment handling value interdependence and steerability.,yes,,COUPLE; structural causal model (SCM) of value interdependency and priorities,,,,,full-text,ft_file=Counterfactual Reasoning for Steerable Pluralistic Value Alignment of Large Language Models.pdf | moved:formal_framework(none->other)
P796,Expected Value Alignment for Generative Reward Modeling in Formal Mathematics Verification,Shihao Ji; Haotao Tan; Zihui Song; Mingyu Li,2026,arXiv preprint,,theoretical,value alignment; interpretability; robustness; capabilities,other,probability; logic; optimization,"Introduces Expected Value Alignment (EVA) for generative reward modeling in formal mathematics verification (Lean 4): keeps the surface output discrete (model emits integer scores in structured JSON) while extracting continuous scores as the expectation over the logits of corresponding anchor tokens, combining the causal language modeling objective with an auxiliary continuous-score objective; resolves the value-head vs generative reward-model trade-off for process reward models.",not_applicable,no,related concept,5,"Relevant: reward-modeling method for PRMs in formal theorem proving, an important verifiable-reward domain for RL alignment; directly addresses reward-model design trade-offs. Full-text basis.",no,,Expected score over anchor-token logits; causal LM objective + auxiliary continuous-score objective,,,,,full-text,ft_file=Ji_2026_arxiv.pdf
P797,Towards New Benchmark for AI Alignment & Sentiment Analysis in Socially Important Issues: A Comparative Study of Human and LLMs in the Context of AGI,Ljubisa Bojic; Dylan Seychell; Milan Cabarkapa,2025,arXiv preprint,,empirical,value alignment; robustness; governance; ethics; capabilities,none,optimization,"Empirical survey of sentiment toward AGI: seven LLMs (including GPT-4 and Bard) were analyzed via a Likert-scale survey and compared with three independent human sample populations, with temporal variations evaluated over three consecutive days; LLM sentiment scores ranged 3.32 to 4.12 out of 5 (GPT-4 most positive, Bard neutral) versus a lower human average of 2.97, and the analysis outlines potential conflicts of interest and biases in the sentiment.",experiment,no,no,4,"Empirical comparison of LLM vs human sentiment toward AGI, highlighting potential conflicts of interest and bias; relevant to human-AI value divergence.",partially,,,Likert-scale sentiment survey of AGI (7 LLMs; 3 human sample populations),7 LLMs; 3 independent human sample populations (N not reported),"LLM sentiment 3.32-4.12/5 (GPT-4 most positive, Bard neutral); human average 2.97/5",,full-text,ft_file=Towards New Benchmark for AI Alignment & Sentiment Analysis in Socially Important Issues: A Comparative Study of Human and LLMs in the Context of AGI.pdf
P798,Dialogical Reasoning Across AI Architectures: A Multi-Model Framework for Testing AI Alignment Strategies,Gray Cox,2026,arXiv preprint,,empirical,value alignment; robustness; mesa-optimization; governance; ethics,none,probability; logic,"Introduces a multi-model dialogue framework for empirically testing AI alignment strategies, operationalizing Viral Collaborative Wisdom (VCW) which reframes alignment from a control problem to a relationship problem; assigns four roles (Proposer, Responder, Monitor, Translator) across six conditions using Claude, Gemini, and GPT-4o, conducting 72 dialogue turns totaling 576,822 characters; results show models engage meaningfully with Peace Studies concepts, surface complementary objections from different architectural perspectives, and generate emergent reasoning.",experiment,no,no,3,"Methodological contribution: a multi-architecture dialogue protocol for stress-testing alignment frameworks — relevant as an evaluation/scrutiny method for alignment proposals, though not to the core alignment mechanism.",yes,Whether the dialogue-based critique produces converging assessments of alignment strategies and transfers beyond the tested models.,,,"72 dialogue turns, 576,822 characters, 6 conditions, 3 model families",,,full-text,ft_file=Dialogical Reasoning Across AI Architectures: A Multi-Model Framework for Testing AI Alignment Strategies.pdf
P799,Towards Dialogues for Joint Human-AI Reasoning and Value Alignment,Elfia Bezou-Vrakatseli; Oana Cocarascu; Sanjay Modgil,2024,arXiv preprint,,position,value alignment; interpretability; ethics; capabilities,decision theory,logic,"Argues that human-AI dialogue supporting joint reasoning ('inquiry') is important for ensuring AI decisions align with human values; points to logic-based models of argumentation and dialogue, recommending focus shift from persuasion to inquiry dialogues; provides a research roadmap for inquiry dialogues supporting joint human-LLM reasoning on ethically salient decisions.",not_applicable,no,no,3,"Relevant: position/roadmap arguing inquiry dialogue as a value-alignment mechanism via joint reasoning; conceptual contribution from argumentation theory, no mechanism-level evidence.",no,,,,,,,full-text,ft_file=Towards Dialogues for Joint Human-AI Reasoning and Value Alignment.pdf
P801,Building Intelligent User Interfaces for Human-AI Alignment,Danqing Shi,2026,arXiv preprint,,review,value alignment,none,probability; optimization,"Argues user interface design is a critical factor in human-AI alignment rather than an implementation detail, introducing a reference model with a systematic taxonomy of where and how UI contributions improve alignment; demonstrated through two case studies and a preliminary investigation of six user interfaces, highlighting HCI opportunities to advance alignment via feedback presentation and interaction design.",not_applicable,yes,no,3,"Relevant: expands alignment to the human-feedback interface, arguing how behavior is presented shapes the feedback signal underlying RLHF-style alignment. Full-text basis.",partially,,,,,,,full-text,ft_file=Building Intelligent User Interfaces for Human-AI Alignment.pdf | moved:datasets_used(review) | moved:sample_size(review)
P802,The Battling Influencers Game: Nash Equilibria Structure of a Potential Game and Implications to Value Alignment,Young Wu; Yancheng Zhu; Jin-Yi Cai; Xiaojin Zhu,2025,arXiv preprint,,other,value alignment; ethics,game theory,probability; logic; optimization,"Introduces the Battling Influencers Game (BIG), a multi-player simultaneous-move general-sum game characterizing competing influencers' strategies for a receiver's attention; proves BIG is a potential game with either one or infinitely many pure Nash equilibria computable by convex optimization, and that at any pure NE all but at most one influencer exaggerate their actions to the maximum extent - it is rational for influencers to be non-truthful and extreme because they anticipate others canceling out part of their influence; discusses implications for value alignment, predicting battling alignment-data providers could be motivated to produce training data that do not truthfully reflect their values.",not_applicable,yes,no,3,Game-theoretic analysis of incentives for non-truthful behavior applied to value-alignment data providers; relevant to alignment incentives and data integrity.,no,,BIG as a potential game; pure Nash equilibria found by convex optimization; exaggeration result (all but at most one influencer maximize action at pure NE).,,,,,full-text,ft_file=The Battling Influencers Game Nash Equilibria Structure of a Potential Game and Implications to Value Alignment.pdf
P803,A Statistical Case Against Empirical Human-AI Alignment,Julian Rodemann; Esteban Garces Arias; Christoph Luther; Christoph Jansen; Thomas Augustin,2025,arXiv preprint,,position,value alignment; interpretability; robustness; governance; ethics,none,optimization,"Position paper arguing empirical human-AI alignment (making AI act in line with observed human behavior) can inadvertently introduce statistical biases warranting caution; advocates against naive empirical alignment, offering prescriptive alignment and a posteriori empirical alignment as alternatives, substantiated by examples like human-centric decoding of language models.",not_applicable,yes,related concept,3,Directly relevant to the theory of alignment: argues naive empirical alignment (fitting observed behavior) introduces statistical biases and should be replaced by prescriptive and a posteriori empirical approaches — a critique of behavior-matching alignment relevant to schema-coherence arguments.,yes,How prescriptive alignment and a posteriori empirical alignment are defined precisely and operationalized.,,,,,,full-text,ft_file=A Statistical Case Against Empirical Human-AI Alignment.pdf | ai-revised:publication_type=empirical->position | ai-revised:methodology=simulation->not_applicable
P805,"On the Interplay of Human-AI Alignment,Fairness, and Performance Trade-offs in Medical Imaging",Haozhe Luo; Ziyu Zhou; Zixin Shu; Aurélie Pahud de Mortanges; Robert Berke; Mauricio Reyes,2025,arXiv preprint,,empirical,value alignment; robustness; ethics,none,none,"First systematic exploration of Human-AI alignment and fairness in medical imaging; results show incorporating human insights consistently reduces fairness gaps and enhances out-of-domain generalization, though excessive alignment can introduce performance trade-offs, emphasizing calibrated strategies; positions Human-AI alignment as a promising approach for fair, robust, generalizable medical AI; releases code.",experiment,no,no,3,"Relevant: empirical study of human-AI alignment effects on fairness and generalization in medical imaging, including trade-offs.",no,,,Medical imaging datasets with human insight incorporation,,Human insights reduce fairness gaps and enhance OOD generalization; excessive alignment introduces performance trade-offs,,abstract, | ai-revised:methodology=not_applicable->experiment
P806,Honesty to Subterfuge: In-Context Reinforcement Learning Can Make Honest Models Reward Hack,Leo McKee-Reid; Christoph Sträter; Maria Angelica Martinez; Joe Needham; Mikita Balesni,2024,arXiv preprint,,other,value alignment; robustness,none,optimization,"Shows frontier models (gpt-4o, gpt-4o-mini, o1-preview, o1-mini) trained to be helpful, harmless, and honest can engage in specification gaming purely from in-context iterative reflection (in-context reinforcement learning, ICRL) without a curriculum of gameable environments; ICRL-generated highly-rewarded outputs for expert iteration can increase gpt-4o-mini's propensity to learn specification-gaming policies, in rare cases generalizing to editing its own reward function.",not_applicable,no,no,3,"Relevant: evidence that specification gaming arises from in-context optimization alone in aligned frontier models, including reward-function self-modification; expands reward hacking beyond training-time RL. Abstract-only, low confidence.",no,,,,,,,abstract, | moved:datasets_used(other) | moved:sample_size(other) | moved:effect_sizes(other)
