paper_id,title,authors,year,venue,doi,publication_type,subdomains,formal_framework,mathematical_formalism,key_contribution,methodology,discusses_internal_representations,discusses_schema_coherence,relevance_sigma_trap,relevance_justification,limitations_stated,open_questions,key_equations_definitions,datasets_used,sample_size,effect_sizes,citation_count,evidence_basis,notes
P707,Mitigating Reward Hacking in RLHF via Bayesian Non-negative Reward Modeling,Zhibin Duan; Guowei Rong; Zhuo Li; Bo Chen; Mingyuan Zhou; Dandan Guo,2026,arXiv preprint,,empirical,value alignment; interpretability; robustness; ethics,information theory,probability; optimization,,experiment,yes,related concept,5,,yes,,,,,,,full-text,ft_file=Duan_2026_arxiv.pdf
P708,Incomplete Contracting and AI Alignment,Dylan Hadfield-Menell; Gillian Hadfield,2018,arXiv preprint,,other,value alignment,none,none,,not_applicable,no,no,4,,no,,,,,,,abstract,
P709,AI Alignment Dialogues: An Interactive Approach to AI Alignment in Support Agents,Pei-Yu Chen; Myrthe L. Tielman; Dirk K. J. Heylen; Catholijn M. Jonker; M. Birna van Riemsdijk,2023,arXiv preprint,,empirical,value alignment; interpretability,none,none,,experiment,no,no,3,,no,,,,,,,abstract,
P710,When Reward Hacking Rebounds: Understanding and Mitigating It with Representation-Level Signals,Rui Wu; Ruixiang Tang,2026,arXiv preprint,,other,value alignment; interpretability; robustness; mesa-optimization; capabilities,none,probability; logic; optimization,,not_applicable,yes,no,4,,yes,,,,,,,full-text,ft_file=When Reward Hacking Rebounds Understanding and Mitigating It with Representation-Level Signals.pdf
P711,IR$^3$: Contrastive Inverse Reinforcement Learning for Interpretable Detection and Mitigation of Reward Hacking,Mohammad Beigi; Ming Jin; Junshan Zhang; Jiaxin Zhang; Qifan Wang; Lifu Huang,2026,arXiv preprint,,empirical,value alignment; interpretability; robustness; capabilities,none,optimization,,experiment,no,no,5,,no,,,,,,,abstract,
P712,Value Alignment Verification,Daniel S. Brown; Jordan Schneider; Anca D. Dragan; Scott Niekum,2020,arXiv preprint,,empirical,value alignment,other,optimization,,experiment,no,no,3,,no,,,,,,,abstract,
P713,MO-GRPO: Mitigating Reward Hacking of Group Relative Policy Optimization on Multi-Objective Problems,Yuki Ichihara; Yuu Jinnai; Tetsuro Morimura; Mitsuki Sakamoto; Ryota Mitsuhashi; Eiji Uchibe,2025,arXiv preprint,,empirical,value alignment,none,optimization,,experiment,no,no,4,,no,,,,,,,abstract,
P714,Truthful or Fabricated? Using Causal Attribution to Mitigate Reward Hacking in Explanations,Pedro Ferreira; Wilker Aziz; Ivan Titov,2025,arXiv preprint,,other,value alignment; interpretability; robustness; ethics,none,optimization,,not_applicable,no,no,4,,no,,,,,,,abstract,
P715,Calibration Collapse Under Sycophancy Fine-Tuning: How Reward Hacking Breaks Uncertainty Quantification in LLMs,Subramanyam Sahoo,2026,arXiv preprint,,empirical,value alignment; interpretability; robustness; governance; ethics; capabilities,none,probability; optimization,,experiment,yes,no,4,,partially,,,,,,,full-text,ft_file=Sahoo_2026_arxiv.pdf
P716,SoliReward: Mitigating Susceptibility to Reward Hacking and Annotation Noise in Video Generation Reward Models,Jiesong Lian; Ruizhe Zhong; Zixiang Zhou; Xiaoyue Mi; Long Hu; Yuan Zhou; Qinglin Lu; Yixue Hao; Junchi Yan,2025,arXiv preprint,,empirical,value alignment; robustness; capabilities,dynamical systems,ODEs; probability; optimization,,experiment,yes,no,5,,yes,,,,,,,full-text,ft_file=Lian_2025_arxiv.pdf
P717,"More Convincing, Not More Correct: Self-Play Reward Hacking of Reference-Free LLM Judges",Chenyu Zhou,2026,arXiv preprint,,empirical,value alignment; governance,none,none,,not_applicable,no,no,4,,no,,,,,,,abstract,
P718,Pragmatic-Pedagogic Value Alignment,Jaime F. Fisac; Monica A. Gates; Jessica B. Hamrick; Chang Liu; Dylan Hadfield-Menell; Malayandi Palaniappan; Dhruv Malik; S. Shankar Sastry; Thomas L. Griffiths; Anca D. Dragan,2017,arXiv preprint,,empirical,value alignment; ethics; capabilities,game theory; decision theory; dynamical systems; other,probability; logic; optimization,,theory,no,no,4,,no,,,,,,,full-text,ft_file=Fisac_2017_arxiv.pdf
P719,Gradient Regularization Mitigates Reward Hacking in Reinforcement Learning from Human Feedback and Verifiable Rewards,Johannes Ackermann; Michael Noukhovitch; Takashi Ishida; Masashi Sugiyama,2026,arXiv preprint,,empirical,value alignment; robustness; ethics,other,probability; logic; optimization,,theory,no,no,5,,yes,,,,,,,full-text,ft_file=Ackermann_2026_arxiv.pdf
P720,Understanding the Process of Human-AI Value Alignment,Jack McKinlay; Marina De Vos; Janina A. Hoffmann; Andreas Theodorou,2025,arXiv preprint,,review,value alignment; governance; ethics; capabilities,none,none,,not_applicable,yes,no,4,,yes,,,,,,,full-text,ft_file=McKinlay_2025_arxiv.pdf
P721,Justifications for Democratizing AI Alignment and Their Prospects,André Steingrüber; Kevin Baum,2025,arXiv preprint,,empirical,value alignment,none,none,,analysis,no,no,3,,no,,,,,,,abstract,
P722,AI Alignment with Changing and Influenceable Reward Functions,Micah Carroll; Davis Foote; Anand Siththaranjan; Stuart Russell; Anca Dragan,2024,arXiv preprint,,opinion,value alignment; capabilities,other,optimization,,not_applicable,no,no,3,,yes,,,,,,,full-text,ft_file=Carroll_2024_arxiv.pdf
P723,'AI Alignment' Encompasses Competing Technical Priorities,Tushita Jha; Rory Svarc; Mateusz Bagiński,2026,arXiv preprint,,empirical,value alignment; governance; ethics; capabilities,none,optimization,,experiment,no,no,3,,no,,,,,,,full-text,ft_file=Jha_2026_arxiv.pdf
P724,Methodological reflections for AI alignment research using human feedback,Thilo Hagendorff; Sarah Fabi,2022,arXiv preprint,,empirical,value alignment; ethics; capabilities,none,none,,experiment,no,no,4,,no,,,,,,,full-text,ft_file=Hagendorff_2022_arxiv.pdf
P725,Goal Alignment: A Human-Aware Account of Value Alignment Problem,Malek Mechergui; Sarath Sreedharan,2023,arXiv preprint,,other,value alignment; robustness,none,none,,not_applicable,no,no,4,,no,,,,,,,abstract,
P726,Corrigibility as a Singular Target: A Vision for Inherently Reliable Foundation Models,Ram Potham; Max Harms,2025,arXiv preprint,,empirical,value alignment; interpretability; robustness; mesa-optimization; governance; ethics; capabilities,decision theory; dynamical systems,logic; optimization,,experiment,yes,no,4,,yes,,,,,,,full-text,ft_file=Potham_2025_arxiv.pdf
P727,Strong Preferences Affect the Robustness of Preference Models and Value Alignment,Ziwei Xu; Mohan Kankanhalli,2024,arXiv preprint,,other,value alignment; robustness,none,probability,,not_applicable,no,no,3,,no,,,,,,,abstract,
P728,What Makes a Medical Checker Trainable? Diagnosing Signal Collapse and Reward Hacking in Checker-Guided RAG for Biomedical QA,Yuelyu Ji; Min Gu Kwak; Hang Zhang; Xizhi Wu; Chenyu Li; Yanshan Wan,2026,arXiv preprint,,empirical,value alignment; ethics,none,probability; optimization,,experiment,no,no,4,,no,,,,,,,full-text,ft_file=What Makes a Medical Checker Trainable Diagnosing Signal Collapse and Reward Hacking in Checker-Guided RAG for Biomedical QA.pdf
P729,Normative Conflicts and Shallow AI Alignment,Raphaël Millière,2025,arXiv preprint,,empirical,value alignment; robustness; governance; ethics,none,none,,not_applicable,no,no,5,,yes,,,,,,,abstract,
P730,"Interactive AI Alignment: Specification, Process, and Evaluation Alignment",Michael Terry; Chinmay Kulkarni; Martin Wattenberg; Lucas Dixon; Meredith Ringel Morris,2023,arXiv preprint,,other,value alignment,none,none,,not_applicable,no,no,3,,no,,,,,,,abstract,
P731,Foundational Moral Values for AI Alignment,Betty Li Hou; Brian Patrick Green,2023,arXiv preprint,,other,value alignment; robustness; ethics,none,none,,not_applicable,no,no,3,,no,,,,,,,abstract,
P732,Using AI Alignment Theory to understand the potential pitfalls of regulatory frameworks,Alejandro Tlaie,2024,arXiv preprint,,other,value alignment; robustness; governance; ethics; capabilities,none,logic; optimization,,not_applicable,no,no,5,,yes,,,,,,,full-text,ft_file=Tlaie_2024_arxiv.pdf
P733,MAP: Multi-Human-Value Alignment Palette,Xinran Wang; Qi Le; Ammar Ahmed; Enmao Diao; Yi Zhou; Nathalie Baracaldo; Jie Ding; Ali Anwar,2024,arXiv preprint,,empirical,value alignment; interpretability; ethics,decision theory; information theory,probability; logic; optimization,,theory,no,no,4,,yes,,,,,,,full-text,ft_file=MAP Multi-Human-Value Alignment Palette.pdf
P734,Towards a Distributed Platform for Normative Reasoning and Value Alignment in Multi-Agent Systems,Miguel Garcia-Bohigues; Carmengelys Cordova; Joaquin Taverner; Javier Palanca; Elena del Val; Estefania Argente,2024,arXiv preprint,,other,value alignment; ethics; capabilities,none,logic,,not_applicable,no,no,3,,no,,,,,,,abstract,
P735,Kantian Deontology Meets AI Alignment: Towards Morally Grounded Fairness Metrics,Carlos Mougan; Joshua Brand,2023,arXiv preprint,,other,value alignment; governance; ethics,game theory; other,optimization,,not_applicable,no,no,3,,yes,,,,,,,full-text,ft_file=Mougan_2023_arxiv.pdf
P736,AI Alignment Strategies from a Risk Perspective: Independent Safety Mechanisms or Shared Failures?,Leonard Dung; Florian Mai,2025,arXiv preprint,,empirical,value alignment; interpretability; robustness; mesa-optimization; governance; ethics; capabilities,none,probability,,experiment,yes,no,4,,partially,,,,,,,full-text,ft_file=Dung_2025_arxiv.pdf
P737,AI Alignment and Social Choice: Fundamental Limitations and Policy Implications,Abhilash Mishra,2023,arXiv preprint,,empirical,value alignment; interpretability; governance; ethics,none,none,,not_applicable,no,no,4,,yes,,,,,,,abstract,
P738,Value alignment: a formal approach,Carles Sierra; Nardine Osman; Pablo Noriega; Jordi Sabater-Mir; Antoni Perelló,2021,arXiv preprint,,theoretical,value alignment; governance; ethics,other,none,,not_applicable,no,no,3,,partially,,,,,,,full-text,ft_file=Sierra_2021_arxiv.pdf
P739,Controllable Value Alignment in Large Language Models through Neuron-Level Editing,Yonghui Yang; Yihui Wang; Junwei Li; Jilong Liu; Fengbin Zhu; Weibiao Huang; Le Wu; Richang Hong; Tat-Seng Chua,2026,arXiv preprint,,empirical,value alignment; interpretability; ethics; capabilities,none,probability,,experiment,yes,no,3,,no,,,,,,,full-text,ft_file=Yang_2026_arxiv.pdf
P740,"Brief Notes on Hard Takeoff, Value Alignment, and Coherent Extrapolated Volition",Gopal P. Sarma,2017,arXiv preprint,,other,value alignment,none,none,,not_applicable,no,no,4,,no,,,,,,,abstract,
P741,Concept Alignment as a Prerequisite for Value Alignment,Sunayana Rane; Mark Ho; Ilia Sucholutsky; Thomas L. Griffiths,2023,arXiv preprint,,empirical,value alignment,information theory; other,probability; optimization,,theory,no,no,4,,yes,,,,,,,full-text,ft_file=Rane_2023_arxiv.pdf
P742,"The Linguistic Blind Spot of Value-Aligned Agency, Natural and Artificial",Travis LaCroix,2022,arXiv preprint,,other,value alignment; robustness; ethics,none,logic,,not_applicable,no,related concept,4,,no,,,,,,,full-text,ft_file=LaCroix_2022_arxiv.pdf
P743,Case Repositories: Towards Case-Based Reasoning for AI Alignment,K. J. Kevin Feng; Quan Ze Chen; Inyoung Cheong; King Xia; Amy X. Zhang,2023,arXiv preprint,,empirical,value alignment; governance; ethics,none,none,,case study,no,no,3,,no,,,,,,,full-text,ft_file=Feng_2023_arxiv.pdf
P744,Beyond Single-Sentence Prompts: Upgrading Value Alignment Benchmarks with Dialogues and Stories,Yazhou Zhang; Qimeng Liu; Qiuchi Li; Peng Zhang; Jing Qin,2025,arXiv preprint,,empirical,value alignment; interpretability; robustness; ethics,none,none,,experiment,no,no,3,,no,,,,,,,abstract,
P745,AI Alignment: A Comprehensive Survey,Jiaming Ji; Tianyi Qiu; Boyuan Chen; Borong Zhang; Hantao Lou; Kaile Wang; Yawen Duan; Zhonghao He; Lukas Vierling; Donghai Hong; Jiayi Zhou; Zhaowei Zhang; Fanzhi Zeng; Juntao Dai; Xuehai Pan; Kwan Yee Ng; Aidan O'Gara; Hua Xu; Brian Tse; Jie Fu; Stephen McAleer; Yaodong Yang; Yizhou Wang; Song-Chun Zhu; Yike Guo; Wen Gao,2023,arXiv preprint,,review,value alignment; interpretability; robustness; governance,none,probability,,not_applicable,no,no,5,,no,,,,,,,abstract,
P746,Multi-level Value Alignment in Agentic AI Systems: Survey and Perspectives,Wei Zeng; Hengshu Zhu; Chuan Qin; Han Wu; Yihang Cheng; Sirui Zhang; Xiaowei Jin; Yinuo Shen; Zhenxing Wang; Feimin Zhong; Hui Xiong,2025,arXiv preprint,,review,value alignment; robustness; mesa-optimization; governance; ethics; capabilities,none,optimization,,not_applicable,yes,no,3,,yes,,,,,,,full-text,ft_file=Zeng_2025_arxiv.pdf
P747,"Decolonial AI Alignment: Openness, Viśe\d{s}a-Dharma, and Including Excluded Knowledges",Kush R. Varshney,2023,arXiv preprint,,other,value alignment; ethics,none,none,,not_applicable,no,no,3,,no,,,,,,,abstract,
P748,You Are What You Eat -- AI Alignment Requires Understanding How Data Shapes Structure and Generalisation,Simon Pepin Lehalleur; Jesse Hoogland; Matthew Farrugia-Roberts; Susan Wei; Alexander Gietelink Oldenziel; George Wang; Liam Carroll; Daniel Murfet,2025,arXiv preprint,,position,value alignment; interpretability; robustness; ethics; capabilities,information theory,probability; optimization,,not_applicable,yes,no,3,,yes,,,,,,,full-text,ft_file=Lehalleur_2025_arxiv.pdf
P749,Heterogeneous Value Alignment Evaluation for Large Language Models,Zhaowei Zhang; Ceyao Zhang; Nian Liu; Siyuan Qi; Ziqi Rong; Song-Chun Zhu; Shuguang Cui; Yaodong Yang,2023,arXiv preprint,,empirical,value alignment; ethics; capabilities,decision theory,probability; optimization,,experiment,no,no,3,,no,,,,,,,full-text,ft_file=Zhang_2023_arxiv.pdf
P750,The Specification Trap: Why Static Value Alignment Alone Is Insufficient for Robust Alignment,Austin Spizzirri,2025,arXiv preprint,,empirical,value alignment; robustness; governance; ethics; capabilities,decision theory; other,probability; logic; optimization,,experiment,no,no,4,,partially,,,,,,,full-text,ft_file=Spizzirri_2025_arxiv.pdf
P751,DVMap: Fine-Grained Pluralistic Value Alignment via High-Consensus Demographic-Value Mapping,Pengyun Zhu; Yuqi Ren; Zhen Wang; Lei Yang; Deyi Xiong,2026,arXiv preprint,,empirical,value alignment; robustness,none,probability; optimization,,experiment,no,no,3,,no,,,,,,,abstract,
P752,Unifying Value Alignment and Assignment in Cross-Domain Offline Reinforcement Learning with Heterogeneous Datasets,Zhongjian Qiao; Jiafei Lyu; Chenjia Bai; Peisong Wang; Siyang Gao; Shuang Qiu,2026,arXiv preprint,,empirical,value alignment; robustness,none,probability; optimization,,experiment,no,related concept,3,,yes,,,,,,,full-text,ft_file=Qiao_2026_arxiv.pdf
P753,Requisite Variety in Ethical Utility Functions for AI Value Alignment,Nadisha-Marie Aliman; Leon Kester,2019,arXiv preprint,,other,value alignment; robustness; governance; ethics,decision theory,logic; optimization,,not_applicable,yes,no,3,,partially,,,,,,,full-text,ft_file=Aliman_2019_arxiv.pdf
P754,Configurable Preference Tuning with Rubric-Guided Synthetic Data,Víctor Gallego,2025,arXiv preprint,,empirical,value alignment; interpretability; robustness; ethics; capabilities,none,logic; optimization,,experiment,yes,no,3,,no,,,,,,,full-text,ft_file=Gallego_2025_arxiv.pdf
P755,"Cultural Value Alignment in Large Language Models: A Prompt-based Analysis of Schwartz Values in Gemini, ChatGPT, and DeepSeek",Robin Segerer,2025,arXiv preprint,,opinion,value alignment; ethics,none,probability,,not_applicable,no,no,4,,no,,,,,,,abstract,
P756,VAL-Bench: Belief Consistency as a measure for Value Alignment in Language Models,Aman Gupta; Denny O'Shea; Fazl Barez,2025,arXiv preprint,,empirical,value alignment,none,none,,experiment,no,no,3,,no,,,,,,,abstract,
P757,Value Alignment Tax: Measuring Value Trade-offs in LLM Alignment,Jiajun Chen; Hua Shen,2026,arXiv preprint,,empirical,value alignment; interpretability; robustness,other,probability; logic; optimization,,experiment,no,no,3,,no,,,,,,,full-text,ft_file=Value Alignment Tax Measuring Value Trade-offs in LLM Alignment.pdf
P758,Value Alignment Equilibrium in Multiagent Systems,Nieves Montes; Carles Sierra,2020,arXiv preprint,,review,value alignment; ethics,game theory; other,none,,not_applicable,no,no,3,,partially,,,,,,,full-text,ft_file=Montes_2020_arxiv.pdf
P759,Contextual Moral Value Alignment Through Context-Based Aggregation,Pierre Dognin; Jesus Rios; Ronny Luss; Inkit Padhi; Matthew D Riemer; Miao Liu; Prasanna Sattigeri; Manish Nagireddy; Kush R. Varshney; Djallel Bouneffouf,2024,arXiv preprint,,review,value alignment; interpretability; robustness; ethics; capabilities,information theory; other,probability; optimization,,not_applicable,no,no,3,,no,,,,,,,full-text,ft_file=Dognin_2024_arxiv.pdf
P760,A Revealed Preference Framework for AI Alignment,Elchin Suleymanov,2026,arXiv preprint,,other,value alignment; interpretability; robustness,decision theory; other,probability; logic; optimization,,not_applicable,no,no,3,,no,,,,,,,full-text,ft_file=Suleymanov_2026_arxiv.pdf
P761,Enhancing Value Alignment of LLMs with Multi-agent system and Combinatorial Fusion,Yuanhong Wu; Djallel Bouneffouf; D. Frank Hsu,2026,arXiv preprint,,empirical,value alignment; robustness; governance; ethics,none,optimization,,experiment,no,no,3,,no,,,,,,,full-text,ft_file=Wu_2026_arxiv.pdf
P762,"Value Alignment, Fair Play, and the Rights of Service Robots",Daniel Estrada,2018,arXiv preprint,,other,value alignment; robustness; ethics,none,none,,not_applicable,no,no,3,,no,,,,,,,abstract,
P763,Design Generative AI for Practitioners: Exploring Interaction Approaches Aligned with Creative Practice,Xiaohan Peng; Wendy E. Mackay; Janin Koch,2026,arXiv preprint,,other,value alignment; interpretability; capabilities,none,optimization,,not_applicable,no,no,3,,yes,,,,,,,full-text,ft_file=Peng_2026_arxiv.pdf
P764,Mimetic vs Anchored Value Alignment in Artificial Intelligence,Tae Wan Kim; Thomas Donaldson; John Hooker,2018,arXiv preprint,,other,value alignment; ethics,none,none,,not_applicable,no,no,3,,yes,,,,,,,abstract,
P765,Value Drifts: Tracing Value Alignment During LLM Post-Training,Mehar Bhatia; Shravan Nayak; Gaurav Kamath; Marius Mosbach; Karolina Stańczak; Vered Shwartz; Siva Reddy,2025,arXiv preprint,,empirical,value alignment; interpretability; robustness; ethics; capabilities,none,probability; optimization,,experiment,no,related concept,3,,partially,,,,,,,full-text,ft_file=Bhatia_2025_arxiv.pdf
P766,The Coming Crisis of Multi-Agent Misalignment: AI Alignment Must Be a Dynamic and Social Process,Florian Carichon; Aditi Khandelwal; Marylou Fauchard; Golnoosh Farnadi,2025,arXiv preprint,,empirical,value alignment; interpretability; ethics; capabilities,game theory; information theory; other,probability; optimization,,simulation,no,no,3,,no,,,,,,,full-text,ft_file=Carichon_2025_arxiv.pdf
P767,Learning Norms from Stories: A Prior for Value Aligned Agents,Spencer Frazier; Md Sultan Al Nahian; Mark Riedl; Brent Harrison,2019,arXiv preprint,,empirical,value alignment; ethics; capabilities,none,optimization,,experiment,no,no,3,,no,,,,,,,full-text,ft_file=Frazier_2019_arxiv.pdf
P768,Grounding Value Alignment with Ethical Principles,Tae Wan Kim; Thomas Donaldson; John Hooker,2019,arXiv preprint,,empirical,value alignment; robustness; ethics; capabilities,none,logic; optimization,,experiment,no,no,3,,no,,,,,,,full-text,ft_file=Grounding Value Alignment with Ethical Principles.pdf
P769,Gradual Vigilance and Interval Communication: Enhancing Value Alignment in Multi-Agent Debates,Rui Zou; Mengqi Wei; Jintian Feng; Qian Wan; Jianwen Sun; Sannyuya Liu,2024,arXiv preprint,,empirical,value alignment; robustness; ethics; capabilities,none,probability; optimization,,experiment,no,no,3,,no,,,,,,,full-text,ft_file=Gradual Vigilance and Interval Communication: Enhancing Value Alignment in Multi-Agent Debates.pdf
P770,Sycophancy Claims about Language Models: The Missing Human-in-the-Loop,Jan Batzner; Volker Stocker; Stefan Schmid; Gjergji Kasneci,2025,arXiv preprint,,review,value alignment,none,none,,not_applicable,no,no,3,,partially,,,,,,,abstract,
P771,Diverse Human Value Alignment for Large Language Models via Ethical Reasoning,Jiahao Wang; Songkai Xue; Jinghui Li; Xiaozhen Wang,2025,arXiv preprint,,empirical,value alignment; interpretability; ethics,none,none,,experiment,no,no,3,,no,,,,,,,abstract,
P772,Roadmap on Incentive Compatibility for AI Alignment and Governance in Sociotechnical Systems,Zhaowei Zhang; Fengshuo Bai; Mingzhi Wang; Haoyang Ye; Chengdong Ma; Yaodong Yang,2024,arXiv preprint,,other,value alignment; robustness; governance; ethics,game theory,probability,,not_applicable,no,no,4,,no,,,,,,,abstract,
P773,Unintended Harms of Value-Aligned LLMs: Psychological and Empirical Insights,Sooyung Choi; Jaehyeok Lee; Xiaoyuan Yi; Jing Yao; Xing Xie; JinYeong Bak,2025,arXiv preprint,,empirical,value alignment; robustness,none,none,,experiment,no,no,3,,no,,,,,,,abstract,
P774,Steps Towards Value-Aligned Systems,Osonde A. Osoba; Benjamin Boudreaux; Douglas Yeung,2020,arXiv preprint,,opinion,value alignment; robustness; ethics,none,none,,not_applicable,no,no,4,,no,,,,,,,abstract,
P775,Existential Indifference: Self-Nonpreservation as a Necessary Architectural Condition for Aligned Superintelligence (or: The Suicidal AI),Sam Mao,2026,arXiv preprint,,review,value alignment; robustness; mesa-optimization; governance; ethics; capabilities,other,optimization,,not_applicable,yes,no,5,,yes,,,,,,,full-text,ft_file=Existential Indifference: Self-Nonpreservation as a Necessary Architectural Condition for Aligned Superintelligence (or: The Suicidal AI).pdf
P776,Personal Universes: A Solution to the Multi-Agent Value Alignment Problem,Roman V. Yampolskiy,2019,arXiv preprint,,other,value alignment; robustness,none,none,,not_applicable,no,no,4,,yes,,,,,,,abstract,
P777,Dynamic value alignment through preference aggregation of multiple objectives,Marcin Korecki; Damian Dailisan; Cesare Carissimo,2023,arXiv preprint,,other,value alignment; robustness; ethics; capabilities,game theory; other,probability; logic; optimization,,not_applicable,no,no,3,,yes,,,,,,,full-text,ft_file=DYNAMIC VALUE ALIGNMENT THROUGH PREFERENCE AGGREGATION OF MULTIPLE OBJECTIVES.pdf
P778,Interoceptive Divergence in Aesthetic Evaluation and Implications for Human-AI Alignment,Yoshia Abe; Tatsuya Daikoku; Yasuo Kuniyoshi,2026,arXiv preprint,,other,value alignment; ethics; capabilities,none,probability,,not_applicable,no,no,3,,yes,,,,,,,full-text,ft_file=Interoceptive Divergence in Aesthetic Evaluation and Implications for Human-AI Alignment.pdf
P779,Multi-Value Alignment in Normative Multi-Agent System: Evolutionary Optimisation Approach,Maha Riad; Vinicius Renan de Carvalho; Fatemeh Golpayegani,2023,arXiv preprint,,other,value alignment,none,none,,not_applicable,no,no,3,,no,,,,,,,abstract,
P780,The Challenge of Value Alignment: from Fairer Algorithms to AI Safety,Iason Gabriel; Vafa Ghazavi,2021,arXiv preprint,,other,value alignment; robustness; governance; ethics; capabilities,none,optimization,,not_applicable,no,no,3,,no,,,,,,,full-text,ft_file=The Challenge of Value Alignment from Fairer Algorithms to AI Safety.pdf
P781,Taking Principles Seriously: A Hybrid Approach to Value Alignment,Tae Wan Kim; John Hooker; Thomas Donaldson,2020,arXiv preprint,,empirical,value alignment; ethics,none,logic,,not_applicable,no,no,3,,no,,,,,,,abstract,
P782,Challenges and Future Directions of Data-Centric AI Alignment,Min-Hsuan Yeh; Jeffrey Wang; Xuefeng Du; Seongheon Park; Leitian Tao; Shawn Im; Yixuan Li,2024,arXiv preprint,,position,value alignment; robustness,none,none,,not_applicable,no,no,3,,partially,,,,,,,abstract,
P783,Safeguarding the safeguards: How best to promote AI alignment in the public interest,Oliver Guest; Michael Aird; Seán Ó hÉigeartaigh,2023,arXiv preprint,,other,value alignment; robustness; governance; ethics; capabilities,other,none,,not_applicable,no,no,3,,no,,,,,,,full-text,ft_file=Safeguardingsafeguards the How best to promote AI alignment in the public interest.pdf
P784,SEAL: Systematic Error Analysis for Value ALignment,Manon Revel; Matteo Cargnelutti; Tyna Eloundou; Greg Leppert,2024,arXiv preprint,,empirical,value alignment; robustness,none,none,,experiment,no,no,5,,yes,,,,,,,abstract,
P785,Representative Social Choice: From Learning Theory to AI Alignment,Tianyi Qiu,2024,arXiv preprint,,theoretical,value alignment; governance,game theory,logic,,not_applicable,no,no,3,,no,,,,,,,abstract,
P786,Position: Towards Bidirectional Human-AI Alignment,Hua Shen; Tiffany Knearem; Reshmi Ghosh; Kenan Alkiek; Kundan Krishna; Yachuan Liu; Ziqiao Ma; Savvas Petridis; Yi-Hao Peng; Li Qiwei; Sushrita Rakshit; Chenglei Si; Yutong Xie; Jeffrey P. Bigham; Frank Bentley; Joyce Chai; Zachary Lipton; Qiaozhu Mei; Rada Mihalcea; Michael Terry; Diyi Yang; Meredith Ringel Morris; Paul Resnick; David Jurgens,2024,arXiv preprint,,review,value alignment; ethics,none,none,,not_applicable,no,no,3,,partially,,,,,,,abstract,
P787,EigenBench: A Comparative Behavioral Measure of Value Alignment,Jonathn Chang; Leonhard Piff; Suvadip Sana; Jasmine X. Li; Lionel Levine,2025,arXiv preprint,,empirical,value alignment,none,none,,experiment,no,no,4,,no,,,,,,,abstract,
P788,User-Driven Value Alignment: Understanding Users' Perceptions and Strategies for Addressing Biased and Discriminatory Statements in AI Companions,Xianzhe Fan; Qing Xiao; Xuhui Zhou; Jiaxin Pei; Maarten Sap; Zhicong Lu; Hong Shen,2024,arXiv preprint,,other,value alignment; ethics,none,none,,not_applicable,no,no,3,,no,,,,,,,abstract,
P789,Principles Do Not Apply Themselves: A Hermeneutic Perspective on AI Alignment,Behrooz Razeghi,2026,arXiv preprint,,empirical,value alignment; interpretability; governance,other,probability,,experiment,no,related concept,3,,yes,,,,,,,full-text,ft_file=Principles Do Not Apply Themselves: A Hermeneutic Perspective on AI Alignment.pdf
P790,Flames: Benchmarking Value Alignment of LLMs in Chinese,Kexin Huang; Xiangyang Liu; Qianyu Guo; Tianxiang Sun; Jiawei Sun; Yaru Wang; Zeyang Zhou; Yixu Wang; Yan Teng; Xipeng Qiu; Yingchun Wang; Dahua Lin,2023,arXiv preprint,,empirical,value alignment; robustness; ethics,none,none,,experiment,no,no,3,,no,,,,,,,abstract,
P791,Training Value-Aligned Reinforcement Learning Agents Using a Normative Prior,Md Sultan Al Nahian; Spencer Frazier; Brent Harrison; Mark Riedl,2021,arXiv preprint,,empirical,value alignment; ethics,none,none,,not_applicable,no,no,3,,no,,,,,,,abstract,
P792,Editable XAI: Toward Bidirectional Human-AI Alignment with Co-Editable Explanations of Interpretable Attributes,Haoyang Chen; Jingwen Bai; Fang Tian; Brian Y Lim,2026,arXiv preprint,,empirical,value alignment; interpretability,none,optimization,,experiment,no,no,4,,no,,,,,,,abstract,
P793,Neurodivergent Influenceability as a Contingent Solution to the AI Alignment Problem,Alberto Hernández-Espinosa; Felipe S. Abrahão; Olaf Witkowski; Hector Zenil,2025,arXiv preprint,,theoretical,value alignment; capabilities,none,logic,,not_applicable,no,no,5,,no,,,,,,,abstract,
P794,System 2 Reasoning for Human-AI Alignment: Generality and Adaptivity via ARC-AGI,Sejin Kim; Sundong Kim,2024,arXiv preprint,,other,value alignment; interpretability; robustness; capabilities,other,probability; logic,,not_applicable,no,related concept,4,,yes,,,,,,,full-text,ft_file=System 2 Reasoning for Human-AI Alignment: Generality and Adaptivity via ARC-AGI.pdf
P795,Counterfactual Reasoning for Steerable Pluralistic Value Alignment of Large Language Models,Hanze Guo; Jing Yao; Xiao Zhou; Xiaoyuan Yi; Xing Xie,2025,arXiv preprint,,empirical,value alignment; interpretability; governance; ethics,none,none,,analysis,yes,no,4,,yes,,,,,,,full-text,ft_file=Counterfactual Reasoning for Steerable Pluralistic Value Alignment of Large Language Models.pdf
