id,title,authors,year,doi,arxiv_id,abstract,keywords,source_db,journal,url,decision,reason_code,notes,stage
P02_0549,Energy-based open set domain adaptation with dynamic weighted synergistic mechanism,"Fu, Z.; Liu, D.; Wang, S.; Chai, H.",2025,10.1007/s40747-025-01857-1,,"Open Set Domain Adaptation (OSDA) aims to minimize domain variation while distinguishing between known and unknown samples. However, existing OSDA methods, which rely on deep neural network classifiers, often lead to overconfident predictions and fail to clearly demarcate known from unknown samples. To address this limitation, we propose the Energy-based Open Set domain adaptation (EOS) method. EOS introduces a novel two-stage approach involving a separation stage followed by an alignment stage. In the separation stage, we employ an energy-based anomaly detection strategy to identify unknown samples, transforming the traditional K-class classification task into a K+1-dimensional classifier by introducing an additional dimension to model the uncertainty of out-of-distribution samples. To further refine separation, we apply a coarse-to-fine method that iteratively improves the separation outcomes, which are integrated as weighted inputs in the alignment process to enhance feature distribution alignment. In the alignment stage, we employ a dynamic weighted synergistic mechanism, where the separation network and alignment network co-evolve through continuous alternating training. This mechanism enables the system to better adapt to invariant features across domains. We evaluate EOS on standard benchmarks, including Office-31, Office-Home, and VisDA-2017, with experimental results demonstrating that EOS consistently outperforms other state-of-the-art methods. © The Author(s) 2025.",Domain adaptation; Energy-based models; Open set domain adaptation; Out-of-distribution detection,"Scopus:safety, WoS:safety",Complex and Intelligent Systems,https://www.scopus.com/pages/publications/105003303529?origin=resultslist,Exclude,E2,,title-excluded
P02_0550,Probing Ranking LLMs: A Mechanistic Analysis for Information Retrieval,"Chowdhury, T.; Nijasure, A.; Allan, J.",2025,10.1145/3731120.3744603,,"Transformer networks, particularly those achieving performance comparable to GPT models, are well known for their robust feature extraction abilities. However, the nature of these extracted features and their alignment with human-engineered ones remain largely unexplored. In this work, we investigate the internal mechanisms of state-of-the-art, fine-tuned LLMs for passage reranking. We employ a probing-based analysis to examine neuron activations in ranking LLMs, identifying the presence of known human-engineered and semantic features. Our study spans a broad range of feature categories, including lexical signals, document structure, query-document interactions, and complex semantic representations, to uncover underlying patterns influencing ranking decisions. Through experiments on four different ranking LLMs, we identify statistical IR features that are prominently encoded in LLM activations, as well as others that are notably missing. Furthermore, we analyze how these models respond to out-of-distribution queries and documents, revealing distinct generalization behaviors. By dissecting the latent representations within LLM activations, we provide an important initial step toward better intepretability and aim to improve both the interpretability and effectiveness of ranking models. Our findings offer crucial insights for developing more transparent and reliable retrieval systems. We release all necessary scripts and code to support further exploration. © 2025 ACM.",lora; mechanistic interpretability; probing; reranking llms; Activation analysis; Chemical activation; Information retrieval systems; Latent semantic analysis; Query processing; Search engines; Semantics; Interpretability; Lora; Mechanistic analysis; Mechanistic interpretability; Mechanistics; Performance; Probing; Re-ranking; Reranking llms; Robust feature extractions; Information retrieval,"Scopus:safety, WoS:safety",ICTIR 2025 - Proceedings of the 2025 International ACM SIGIR Conference on Innovative Concepts and Theories in Information Retrieval,https://www.scopus.com/pages/publications/105013747921?origin=resultslist,Exclude,E2,,title-excluded
P02_0551,Semantic-Aware Message Broadcasting for Efficient Unsupervised Domain Adaptation,"Li, X.; Lan, C.; Wei, G.; Chen, Z.",2024,10.1109/tip.2024.3437212,,"Vision transformer has demonstrated great potential in abundant vision tasks. However, it also inevitably suffers from poor generalization capability when the distribution shift occurs in testing (i.e., out-of-distribution data). To mitigate this issue, we propose a novel method, Semantic-aware Message Broadcasting (SAMB), which enables more informative and flexible feature alignment for unsupervised domain adaptation (UDA). Particularly, we study the attention module in the vision transformer and notice that the alignment space using one global class token lacks enough flexibility, where it interacts information with all image tokens in the same manner but ignores the rich semantics of different regions. In this paper, we aim to improve the richness of the alignment features by enabling semantic-aware adaptive message broadcasting. Particularly, we introduce a group of learned group tokens as nodes to aggregate the global information from all image tokens, but encourage different group tokens to adaptively focus on the message broadcasting to different semantic regions. In this way, our message broadcasting encourages the group tokens to learn more informative and diverse information for effective domain alignment. Moreover, we systematically study the effects of adversarial-based feature alignment (ADA) and pseudo-label based self-training (PST) on UDA. We find that one simple two-stage training strategy with the cooperation of ADA and PST can further improve the adaptation capability of the vision transformer. Extensive experiments on DomainNet, OfficeHome, and VisDA-2017 demonstrate the effectiveness of our methods for UDA. © 1992-2012 IEEE.",adversarial-based feature alignment; self-training; semantic-aware message broadcasting; Unsupervised domain adaptation; vision transformer; Broadcasting; Job analysis; Semantics; Adaptation models; Adversarial-based feature alignment; Domain adaptation; Feature alignment; Message broadcasting; Self-training; Semantic-aware; Semantic-aware message broadcasting; Task analysis; Transformer; Unsupervised domain adaptation; Vision transformer; adaptation; article; controlled study; human; semantics; telecommunication; vision; Computer vision,"Scopus:safety, WoS:safety",IEEE Transactions on Image Processing,https://www.scopus.com/pages/publications/85200816805?origin=resultslist,Exclude,E2,,title-excluded
P02_0552,Enhancing out-of-distribution detection with bilateral distribution score,"Zheng, B.; Lin, Y.; Zhu, Y.; Chen, Q.; Wang, C.",2026,10.1016/j.neunet.2026.108718,,"Out-of-distribution (OOD) detection has emerged as a crucial safeguard for ensuring trustworthy deployment of machine learning models in safety-critical applications. While recent post-hoc methods have achieved progress in identifying OOD samples without requiring external data, conventional approaches relying solely on in-distribution (ID) similarity metrics remain fundamentally constrained by classifier overconfidence particularly when confronting OOD samples that exhibit deceptive alignment with ID feature distributions. To address this challenge, we introduce the concept of an ideal OOD sample, which is equidistant from all class centers in the feature space. Based on this formulation, we define an OOD score by quantifying the similarity between an input sample and this ideal OOD sample. Building on this foundation, we propose the Bilateral Distribution Score (BDS), which effectively integrates both OOD and ID scores to enhance detection performance. Crucially, our method maintains backward compatibility with existing ID scoring techniques, requiring no architectural modifications or retraining procedures. Comprehensive evaluations across ImageNet-1k and CIFAR-10 benchmarks demonstrate the superior detection capability of BDS, achieving a 10.78% reduction in average FPR95 compared to state-of-the-art methods such as LAPS. © 2026 Elsevier Ltd. All rights are reserved, including those for text and data mining, AI training, and similar technologies.","Deep learning; Out-of-distribution detection; Post-hoc; Algorithms; Humans; Machine Learning; Neural Networks, Computer; Artificial intelligence; Classification (of information); Data mining; Learning systems; Class Centers; Conventional approach; Deep learning; Distribution features; Feature distribution; Machine learning models; Out-of-distribution detection; Post-hoc; Safety critical applications; Similarity metrics; article; benchmarking; classifier; data mining; deep learning; human; machine learning; overconfidence; algorithm; artificial neural network; machine learning; Safety engineering","Scopus:safety, WoS:safety",Neural Networks,https://www.scopus.com/pages/publications/105032250097?origin=resultslist,Exclude,E2,,title-excluded
P02_0553,CADRef: Robust Out-of-Distribution Detection via Class-Aware Decoupled Relative Feature Leveraging,"Ling, Z.; Chang, Y.; Zhao, H.; Zhao, X.; Chow, K.; Deng, S.",2025,10.1109/cvpr52734.2025.00468,,"Deep neural networks (DNNs) have been widely criticized for their overconfidence when dealing with out-of-distribution (OOD) samples, highlighting the critical need for effective OOD detection to ensure the safe deployment of DNNs in real-world settings. Existing post-hoc OOD detection methods primarily enhance the discriminative power of logit-based approaches by reshaping sample features, yet they often neglect critical information inherent in the features themselves. In this paper, we propose the Class-Aware Relative Feature-based method (CARef), which utilizes the error between a sample's feature and its class-aware average feature as a discriminative criterion. To further refine this approach, we introduce the Class-Aware Decoupled Relative Feature-based method (CADRef), which decouples sample features based on the alignment of signs between the relative feature and corresponding model weights, enhancing the discriminative capabilities of CARef. Extensive experimental results across multiple datasets and models demonstrate that both proposed methods exhibit effectiveness and robustness in OOD detection compared to state-of-the-art methods. Specifically, our two methods outperform the best baseline by 2.82% and 3.27% in AUROC, with improvements of 4.03% and 6.32% in FPR95, respectively.  © 2025 IEEE.",out-of-distribution detection,Scopus:safety,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,https://www.scopus.com/pages/publications/105017072615?origin=resultslist,Exclude,E2,,title-excluded
P02_0554,"Explainability and Trust in Deep Learning for Cancer Imaging: Systematic Barriers, Clinical Misalignment, and a Translational Roadmap","Borra, S.; Dey, N.; Fong, S.; Sherratt, R.S.; Shi, F.",2026,10.3390/cancers18091361,,"Deep learning (DL) has transformed cancer imaging by enabling automated tumour detection, classification, and risk prediction. Despite impressive diagnostic performance, limited explainability and poor uncertainty calibration continue to restrict clinical integration. This review is guided by five research questions that examine the challenges, impact, and translational implications of explainable artificial intelligence (XAI) in oncology imaging. We identify key barriers to trust, including dataset bias, shortcut learning, opacity of convolutional neural networks, and workflow misalignment. Evidence suggests that explainable models can increase clinician confidence, reduce false positives, and improve collaborative decision-making when explanations are faithful, semantically meaningful, and uncertainty aware. We evaluate architectural strategies that embed interpretability such as concept-bottleneck models, prototype-based learning, and attention regularization along with post hoc techniques. Beyond performance metrics, we examine how interpretable AI aligns with clinical reasoning processes and analyse regulatory, ethical, and medico-legal considerations influencing deployment. The findings indicate that explainability alone is insufficient, durable trust requires epistemic alignment, prospective validation, lifecycle governance, and equity-focused evaluation. By reframing explainability as a structural design principle rather than a supplementary feature, this review outlines a pathway toward accountable and clinically dependable AI systems in oncology. © 2026 by the authors.",algorithmic bias; cancer imaging; clinical trust; deep learning; explainable artificial intelligence; human–AI collaboration; regulatory governance; uncertainty calibration; algorithm bias; calibration; clinical reasoning; convolutional neural network; decision making; deep learning; diagnosis; explainable artificial intelligence; false positive result; human; learning; malignant neoplasm; neoplastic cell transformation; prediction; review; statistical bias; uncertainty; workflow,"Scopus:safety, WoS:safety",Cancers,https://www.scopus.com/pages/publications/105038413100?origin=resultslist,Exclude,E2,,title-excluded
P02_0555,ViT-Xplain: A Transparent Deepfake Detector for Consumer Electronics Based on Attention and Explainable AI,"Husnain, G.; Ali, A.B.M.; Khan, A.; Junaid, A.; Usman, M.; Awwad, E.M.; Telba, A.A.",2026,10.1109/tce.2025.3643884,,"Consumer electronics platforms like social media, mobile apps and smart devices are becoming more vulnerable to deepfake videos, which can seriously harm content authenticity, user trust and legal safety. Many existing deepfake detection systems use deep neural networks that only give a final score, without explaining how the decision was made. This makes it difficult to use these systems in the real world, where people need clear reasons to trust what the model says. Problems like shortcut learning, video compression issues and background distractions also make these models less reliable. While some researchers have used convolutional and hybrid models to improve detection accuracy, they often ignore the need for explainable results. In this work, we introduce an explainable Vision Transformer (ViT) system that combines strong detection ability with clear, easy-to-understand explanations. The framework consists of five phases: dataset analysis and frame sampling, model training, evaluation and error analysis, attention roll-out and aggregation and explainability and trust scoring. Alongside predictions, the system produces attention-based visual overlays and quantitative metrics such as attention-to-face overlap, entropy concentration, clarity index and a trust score. Evaluated on the FaceForensics++ benchmark, our ViT model achieves 74.4% accuracy, 66.0% precision, 90.7% recall, 76.4% F1-score, 81.8 ROC AUC and 72.3 PR AUC. Attention maps consistently highlight facial regions with an average overlap score of 0.575 and higher alignment correlates with classifier confidence. The framework is lightweight, Python-based and deployable on standard hardware, making it practical for consumer platforms that require explainability, trust calibration and compliance-friendly audit features.  © 2025 IEEE.",attention-to-face overlap; Deepfake detection; explainability; trust scoring; vision transformer; Deep neural networks; Attention-to-face overlap; Content authenticity; Deepfake detection; Electronic platforms; Explainability; Mobile app; Smart devices; Social media; Trust scoring; Vision transformer; Regulatory compliance,"Scopus:safety, WoS:safety",IEEE Transactions on Consumer Electronics,https://www.scopus.com/pages/publications/105025422466?origin=resultslist,Exclude,E2,,title-excluded
P02_0556,Spectral Distribution Alignment for Enhanced Generalization in Regression,"Guo, K.; Wang, Z.; Lovell, B.C.; Baktashmotlagh, M.",2025,10.1007/978-3-032-06106-5_16,,"While several techniques have been proposed to enhance the generalization of deep learning models for classification problems, limited research has been conducted on improving generalization for regression tasks. This is primarily due to the continuous nature of regression labels, which makes it challenging to directly apply classification-based techniques to regression tasks. In this paper, we introduce a novel generalization method for regression tasks based on the metric learning assumption that the distance between features and labels should be proportional. Unlike previous approaches that solely consider the prediction of this proportion as constant and disregard its variation among samples, we argue that this proportion can be defined as a mapping function. Additionally, we propose minimizing the error of this function and stabilizing its fluctuating behavior by smoothing out its variations. To further enhance Out-of-Distribution (OOD) generalization, we leverage the characteristics of the spectral norm (i.e., the sub-multiplicativity of the spectral norm of the feature matrix can be expressed as Frobenius norm of the output), and align the maximum singular value of the feature matrices across different domains. We conduct experiments on 5 datasets for OOD generalization in regression, and our method consistently outperforms state-of-the-art approaches in the majority of cases. Our code is released at https://github.com/workerbcd/SCR. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.",Out-of-Distribution Generalization; Regression; Representation learning; Deep learning; Learning systems; Matrix algebra; Photomapping; Feature matrices; Generalisation; Learning models; Metric learning; Out-of-distribution generalization; Regression; Representation learning; Spectral distribution; Spectral norms; Task-based; Regression analysis,"Scopus:safety, WoS:safety",Lecture Notes in Computer Science,https://www.scopus.com/pages/publications/105020019263?origin=resultslist,Include,,,abstract
P02_0557,Approximating Human-Level 3D Visual Inferences With Deep Neural Networks,"O’Connell, T.P.; Bonnen, T.; Friedman, Y.; Tewari, A.; Sitzmann, V.; Tenenbaum, J.B.; Kanwisher, N.",2025,10.1162/opmi_a_00189,,"Humans make rich inferences about the geometry of the visual world. While deep neural networks (DNNs) achieve human-level performance on some psychophysical tasks (e.g., rapid classification of object or scene categories), they often fail in tasks requiring inferences about the underlying shape of objects or scenes. Here, we ask whether and how this gap in 3D shape representation between DNNs and humans can be closed. First, we define the problem space: after generating a stimulus set to evaluate 3D shape inferences using a match-to-sample task, we confirm that standard DNNs are unable to reach human performance. Next, we construct a set of candidate 3D-aware DNNs including 3D neural field (Light Field Network), autoencoder, and convolutional architectures. We investigate the role of the learning objective and dataset by training single-view (the model only sees one viewpoint of an object per training trial) and multi-view (the model is trained to associate multiple viewpoints of each object per training trial) versions of each architecture. When the same object categories appear in the model training and match-to-sample test sets, multi-view DNNs approach human-level performance for 3D shape matching, highlighting the importance of a learning objective that enforces a common representation across viewpoints of the same object. Furthermore, the 3D Light Field Network was the model most similar to humans across all tests, suggesting that building in 3D inductive biases increases human-model alignment. Finally, we explore the generalization performance of multi-view DNNs to out-of-distribution object categories not seen during training. Overall, our work shows that multi-view learning objectives for DNNs are necessary but not sufficient to make similar 3D shape inferences as humans and reveals limitations in capturing human-like shape inferences that may be inherent to DNN modeling approaches. We provide a methodology for understanding human 3D shape perception within a deep learning framework and highlight out-of-domain generalization as the next challenge for learning human-like 3D representations with DNNs. © 2025 Thomas P. O’Connell, Tyler Bonnen, Yoni Friedman, Ayush Tewari, Vincent Sitzmann, Joshua B. Tenenbaum, and Nancy Kanwisher. Published under a Creative Commons Attribution 4.0 International (CC BY 4.0) license.",3D shape perception; deep neural networks; neural fields; psychophysics,"Scopus:safety, WoS:safety",Open Mind,https://www.scopus.com/pages/publications/105010277386?origin=resultslist,Exclude,E2,,title-excluded
P02_0558,AUC-Net: an alignment-aware gating framework for robust uncertainty calibration in medical image segmentation,"Zhang, J.; Ba, Y.; Zhang, J.; Zhang, J.; Ding, Y.; Li, N.; Li, D.",2026,10.1016/j.eswa.2026.133066,,"High-quality segmentation and reliable uncertainty estimation are both essential for trustworthy medical image analysis, yet existing methods typically treat them as loosely coupled objectives. In this work, we revisit this paradigm and identify a structural limitation in U-shaped architectures, namely the feature–semantic misalignment, where intermediate representations simultaneously encode spatial details and evolving semantic abstractions, leading to inconsistent confidence estimation and degraded calibration under distribution shifts. To address this issue, we propose AUC-Net, a principled framework that explicitly models the interaction between representation alignment and uncertainty estimation. Unlike conventional attention mechanisms that primarily enhance feature saliency, we introduce the Intermediate-Perception Attention Module (IPAM), which performs top-down semantic-conditioned reweighting of mid-level features, enabling progressive alignment between categorical semantics and spatial structures. Building upon this aligned representation, we further develop a dual-objective uncertainty formulation that integrates evidential deep learning with a topology-aware segmentation loss. Specifically, a Dirichlet-based evidential formulation captures data uncertainty, while a Softplus-smoothed Log-Dice term regularizes boundary consistency, jointly improving both prediction reliability and structural fidelity. Extensive experiments on four benchmark datasets (ISIC2018, ACDC, LiTS2017, and MVSeg-3D TEE) demonstrate that AUC-Net achieves consistent improvements in calibration and robustness, particularly under out-of-distribution perturbations. These results suggest that explicitly addressing representation-level misalignment provides a complementary pathway to improving both segmentation accuracy and uncertainty reliability. The code will be available at https://github.com/zhangjy2008327/AUC-Net. © 2026 Elsevier Ltd. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",Feature-semantic misalignment; Intermediate-perception attention; Medical image segmentation; Out-of-distribution robustness; Probabilistic calibration; Alignment; Calibration; Data mining; Deep learning; Medical image processing; Probability distributions; Semantic Segmentation; Topology; Uncertainty analysis; Feature-semantic misalignment; High-quality segmentation; Intermediate-perception attention; Medical image analysis; Medical image segmentation; Out-of-distribution robustness; Probabilistic calibration; Probabilistics; Uncertainty; Uncertainty estimation; Semantics,"Scopus:safety, WoS:safety",Expert Systems with Applications,https://www.scopus.com/pages/publications/105040766909?origin=resultslist,Exclude,E2,,title-excluded
P02_0559,Digital Twin-Assisted Explainable AI for Robust Beam Prediction in mmWave MIMO Systems,"Khan, N.; Abdallah, A.; Celik, A.; Eltawil, A.M.; Coleri, S.",2026,10.1109/twc.2025.3596804,,"In line with the AI-native 6G vision, explainability and robustness are crucial for building trust and ensuring reliable performance in millimeter-wave (mmWave) systems. Efficient beam alignment is essential for initial access, but deep learning (DL) solutions face challenges, including high data collection overhead, hardware constraints, lack of explainability, and susceptibility to adversarial attacks. This paper proposes a robust and explainable DL-based beam alignment engine (BAE) for mmWave multiple-input multiple-output (MIMO) systems. The BAE uses received signal strength indicator (RSSI) measurements from wide beams to predict the best narrow beam, reducing the overhead of exhaustive beam sweeping. To overcome the challenge of real-world data collection, this work leverages a site-specific digital twin (DT) to generate synthetic channel data closely resembling real-world environments. A model refinement via transfer learning is proposed to fine-tune the pre-trained model residing in the DT with minimal real-world data, effectively bridging mismatches between the digital replica and real-world environments. To reduce beam training overhead and enhance transparency, the framework uses deep Shapley additive explanations (SHAP) to rank input features by importance, prioritizing key spatial directions and minimizing beam sweeping. It also incorporates the Deep k-nearest neighbors (DkNN) algorithm, providing a credibility metric for detecting out-of-distribution inputs and ensuring robust, transparent decision-making. Experimental results show that the proposed framework reduces real-world data needs by 70%, beam training overhead by 62%, and improves outlier detection robustness by up to 8.5×, achieving near-optimal spectral efficiency and transparent decision making compared to traditional softmax based DL models. © 2002-2012 IEEE.",beam alignment; Digital twins; explainable AI; millimeter-wave (mmWave) communications; multiple-input multiple-output (MIMO); robustness; Alignment; Communication channels (information theory); Data acquisition; Data reduction; Decision making; Deep learning; Digital twin; Learning systems; Millimeter waves; Motion compensation; Nearest neighbor search; Telecommunication repeaters; Transfer learning; Beam alignments; Data collection; Explainable AI; Millimeterwave communications; Multiple inputs; Multiple outputs; Multiple-Input Multiple- Output systems; Multiple-input multiple-output; Real-world; Robustness; MIMO systems; Robustness (control systems),"Scopus:safety, WoS:safety",IEEE Transactions on Wireless Communications,https://www.scopus.com/pages/publications/105013766297?origin=resultslist,Exclude,E2,,title-excluded
P02_0560,Reliable Uncertainty Estimation via Discriminative Feature Learning for Evidential Deep Classification,"Li, L.; Chen, Y.; Yue, X.; Chen, Q.; He, L.; Shen, H.T.",2026,10.1109/tpami.2026.3712710,,"Evidential Deep Learning (EDL) has emerged as a widely adopted framework for quantifying uncertainty in classification tasks by modeling a higher-order prior on classification probabilities using a Dirichlet distribution. Recent advances in EDL have notably progressed, primarily by calibrating the predicted Dirichlet distribution to enhance uncertainty estimation. However, these methods often overlook the role of feature representations, the fundamental components of deep learning models that directly impact both classification performance and uncertainty estimation. This paper adopts a feature-centric perspective to explore the relationship between predicted evidence and feature representations in EDL. We demonstrate that existing EDL approaches struggle to learn sufficiently discriminative features as the number of classes increases, which significantly under-mines their capacity to produce reliable uncertainty estimates. To tackle this issue, we propose Tangential Gradient Descent (TGD), a novel feature optimization method that explicitly decomposes the loss gradient with respect to feature representations into tangential and radial components. By accelerating updates along the tangential component, TGD promotes feature alignment to a simplex Equiangular Tight Frame (ETF), thereby maximizing inter-class angular separability for enhanced classification. At the same time, updates along the radial component foster discriminative feature projections that effectively differentiate between certain and uncertain samples, leading to improved uncertainty estimation. Extensive experiments on benchmarks such as CIFAR-10, CIFAR-100, and ImageNet-200, covering both OOD detection and generalization across various class scales, reveal that our approach consistently surpasses conventional EDL methods in both uncertainty estimation and scalability. © 1979-2012 IEEE.",Classification uncertainty quantification; evidential deep learning; feature representation learning; Classification (of information); Gradient methods; Learning systems; Linear programming; Probability distributions; Statistics; Uncertainty analysis; Classification uncertainty quantification; Dirichlet distributions; Discriminative features; Evidential deep learning; Feature representation; Feature representation learning; Gradient-descent; Tangential components; Uncertainty estimation; Uncertainty quantifications; Deep learning,Scopus:safety,IEEE Transactions on Pattern Analysis and Machine Intelligence,https://www.scopus.com/pages/publications/105045297458?origin=resultslist,Exclude,E2,,title-excluded
P02_0561,CMTF-Net: A Complex-Valued Multi-Scale Time–Frequency Cross-Domain Attention Network for MIMO CSI Prediction,"Ren, B.; Wang, C.",2026,10.3390/electronics15102225,,"With the widespread adoption of multiple-input–multiple-output (MIMO) technology, channel state information (CSI) prediction has become a crucial technique for enhancing the performance of wireless communication systems. Traditional channel prediction methods face performance bottlenecks under high-speed mobility and complex channel conditions, making it difficult to meet the requirements of modern communication systems. To address this issue, this paper proposes a fully complex-valued cross-domain modeling framework, termed a complex-valued multi-scale transformer with time–frequency cross-attention network (CMTF-Net), for MIMO CSI prediction. CMTF-Net integrates a learnable multi-scale short-time Fourier transform (LMS-STFT), complex-valued multi-head self-attention (C-MHSA), and bidirectional cross-domain attention for complex-valued sequences (BCDA-CVS). These modules are designed to preserve amplitude–phase consistency, adapt time–frequency representations to CSI evolution, and enable information interaction between temporal and spectral features. On the simulated Overall Test set, CMTF-Net achieves the lowest MAE of 0.000032 and the highest Corr. ((Formula presented.)) of 0.8230 among the compared methods, while maintaining competitive SE and BER values of 0.4240 and 0.2411 at SNR = 10 dB. On the DICHASUS measured datasets, CMTF-Net also shows favorable Test-ID and Test-OOD performance. For example, on DICHASUS-2186, it obtains Corr. ((Formula presented.))/SE/BER values of 0.8367/0.4935/0.2243 on Test-ID and 0.8061/0.4697/0.2351 on Test-OOD. These results indicate that CMTF-Net provides a balanced performance profile across prediction accuracy, spatial alignment, and communication-oriented evaluation. © 2026 by the authors.",channel state information; complex-valued neural network; CSI prediction; MIMO; time–frequency modeling; Channel capacity; Channel state information; Codes (symbols); Communication channels (information theory); Complex networks; Design for testability; Forecasting; Frequency domain analysis; Neural networks; Statistical tests; Channel state information prediction; Channel-state information; Complex-valued neural networks; Frequency modeling; Multiple inputs; Multiple outputs; Multiple-input–multiple-output; Time frequency; Time–frequency modeling; MIMO systems,"Scopus:safety, WoS:safety",Electronics (Switzerland),https://www.scopus.com/pages/publications/105040069367?origin=resultslist,Exclude,E2,,title-excluded
P02_0562,Sparse3Diff: A Diffusion Framework for 3D Reconstruction from Sparse 2D Slices in Volumetric Optical Imaging,"Lee, H.J.; Jo, E.; Lim, M.; Son, Y.-H.; Kang, B.; Nam, H.; Jeong, J.-H.; Shin, D.-H.; Kam, T.-E.",2026,10.1007/978-3-032-04965-0_48,,"Volumetric optical imaging is an essential tool for understanding various biological processes. However, due to the inherent limitations, such as long imaging time, volume scanning techniques reduce volumetric information into sparse 2D slices. Although many deep learning methods attempt to reconstruct 3D volumes from sparse slices, they struggle with out-of-distribution (OOD) data, which arises from the diversity of biological structures and the limited structural information in sparse slices. To overcome these challenges, we propose Sparse3Diff, a novel diffusion-based framework that reconstructs high-fidelity 3D volumes from sparse 2D slices. Sparse3Diff incorporates a sparse slice-guided position-aware diffusion process that utilizes sparse slices as guidance and conditions on z-position to maintain structural coherence along the z-axis. Additionally, to achieve stable reconstruction under sparse OOD data, we propose a self-alignment strategy that enables the model to be gradually fine-tuned by leveraging its own inferred slices as self-guidance. Experimental results demonstrate that even with sparse OOD data, the Sparse3Diff achieves accurate 3D reconstruction and remains robust across various scanning datasets. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.",3D reconstruction; Diffusion model; Generative modeling; Out-of-distribution data; Volumetric optical imaging; Deep learning; Diffusion; Image reconstruction; Imaging systems; Learning systems; Three dimensional computer graphics; 2-D slice; 3D reconstruction; Biological process; Diffusion model; Generative model; Inherent limitations; Optical imaging; Out-of-distribution data; Volumetric optical imaging; Volumetrics; 3D reconstruction,"Scopus:safety, WoS:safety",Lecture Notes in Computer Science,https://www.scopus.com/pages/publications/105017855505?origin=resultslist,Exclude,E2,,title-excluded
P02_0563,Single-Diffusion Representations for Out-of-Distribution Detection,"Bae, J.; Lee, H.; Yoo, Y.",2026,10.1109/access.2026.3681579,,"Diffusion models are attractive for out-of-distribution (OOD) detection, but most prior diffusion-based detectors rely on pixel-space signals that require repeated denoiser evaluations across noise levels, increasing latency and often exhibiting sensitivity to input complexity. We introduce an efficient, unsupervised alternative that repurposes a pretrained unconditional diffusion backbone as a frozen representation extractor. From a test image, we extract intermediate diffusion features at a chosen noise level and network depth, and perform OOD detection using Mahalanobis scoring, thereby avoiding iterative pixel-space integration-based scoring. Because representation-based OOD performance varies substantially across extraction timesteps and network blocks, we further introduce an ID-only operating-point selection protocol that instantiates a single extraction setting from unlabeled in-distribution statistics alone. Our analyses show that discriminability proxies (e.g., linear probing) are insufficient to reliably explain or select the best operating region, and that stable OOD scoring is better understood by jointly considering multiple aspects of compatibility with covariance-based Mahalanobis scoring in the extracted feature distribution, including covariance conditioning, effective rank, and Gaussianity-related tail behavior. Building on this perspective, we additionally evaluate REPresentation Alignment (REPA), which aligns intermediate diffusion features to a frozen self-supervised encoder (e.g., DINOv2), and find that it systematically improves these distributional diagnostics and yields consistent AUROC gains under the same Mahalanobis scoring pipeline. Experiments under a fixed-ID multi-OOD benchmark using both U-Net and Transformer diffusion backbones demonstrate strong OOD detection with a substantial efficiency advantage over iterative diffusion scoring baselines. ©2026 The Authors.",diffusion representations; Diffusion-based OOD detection; REPresentation alignment (REPA)/representation geometry stabilization; Diffusion; Error detection; Extraction; Gaussian distribution; Gaussian noise (electronic); Iterative methods; Optimization; Trellis codes; Diffusion model; Diffusion representation; Diffusion-based out-of-distribution detection; Gaussians; Input complexity; Network depths; Noise levels; Representation alignment  / representation geometry stabilization; Single diffusion; Test images; Pixels,"Scopus:safety, WoS:safety",IEEE Access,https://www.scopus.com/pages/publications/105036252460?origin=resultslist,Exclude,E2,,title-excluded
P02_0564,Reliable BearingLLM: A Knowledge-Informed and Distance-Calibrated Framework for Bearing Fault Diagnosis,"Lu, H.; Wei, Y.; Li, Z.; Shang, K.; Tian, L.",2025,10.1109/srse67406.2025.11357291,,"Bearing fault diagnosis is crucial for ensuring the reliability of rotating machinery. While recent advances in deep learning have demonstrated promising results, existing approaches remain susceptible to domain shifts and often produce overconfident predictions on out-of-distribution inputs. To address these issues, we propose Reliable BearLLM, a knowledgeinformed and distance-calibrated framework for robust bearing fault diagnosis. The proposed framework integrates vibration signals and user prompts, enabling flexible human-in-the-loop inference. A domain knowledge-informed feature alignment module, leveraging frequency analysis techniques, captures domaininvariant features to mitigate feature shift across different operating conditions. Additionally, a distance-calibrated classifier is designed to provide diagnostic results with interpretable confidence scores. Experiments across different working conditions and datasets demonstrate that Reliable BearLLM outperforms state-of-the-art methods in both diagnostic accuracy and out-of-distribution detection robustness. The proposed framework bridges LLMs with industrial diagnostics, offering a scalable and trustworthy solution for real-world equipment health monitoring.  © 2025 IEEE.",Bearing fault diagnosis; LLM; Uncertainty quantification; Deep learning; Domain Knowledge; Knowledge management; Uncertainty analysis; Analysis techniques; Bearing fault diagnosis; Domain knowledge; Feature alignment; Frequency Analysis; Human-in-the-loop; LLM; Shift-and; Uncertainty quantifications; Vibration signal; Failure analysis; Fault detection,Scopus:safety,"2025 7th International Conference on System Reliability and Safety Engineering, SRSE 2025",https://www.scopus.com/pages/publications/105032822801?origin=resultslist,Exclude,E2,,title-excluded
