study_id,id,title,authors,year,doi,arxiv_id,relevance_score,pdf_status,download_url,source_db
P630,P01_1594,Inhuman Vectors,"Sande, L; Troha, T",2026,10.4312/ars.20.1.71-84,,3,oa-link-failed,https://doi.org/10.4312/ars.20.1.71-84,
P631,P01_1598,Towards functional social cognition in machines: comparing human and AI attribution of mental states from facial cues,"Márquez-Pedregal, C; Pantaleón-Menéndez, P; Ben Mohatar, OD; Fuentes, IC; Cariaga-Martínez, A; Alelú-Paz, R",2026,10.1098/rsos.251314,,3,oa-link-failed,https://doi.org/10.1098/rsos.251314,
P833,P01_2025,A primer for neural arithmetic logic modules,Bhumika Mistry; Katayoun Farrahi; Jonathon Hare,2022,,,3,no-doi,,
P836,P01_2089,Bounded Morality : Defining the Space of Moral Computation,"Kanwal, M.; Tran, C.; Mineault, P.",2026,,,3,no-doi,,
P837,P01_2091,Compromising Honesty and Harmlessness in Language Models via Covert Deception Attacks,"Vaugrante, L.; Carlon, F.; Menke, M.; Hagendorff, T.",2026,,,3,no-doi,,
P838,P01_2095,Investigating Linguistic Steering: An Analysis of Adjectival Effects Across Large Language Model Architectures,"Malmqvist, L.",2026,,,3,no-doi,,
P839,P01_2098,Noise Robustness and Conscious Supremacy,"Mogi, K.",2026,,,3,no-doi,,
P840,P01_2100,Constructive Alignment : Governing Preference Dynamics in Human-AI Interaction,"Kanwal, M.; Tran, C.",2026,,,3,no-doi,,
P843,P01_2105,CUDA: Capturing Uncertainty and Diversity in Preference Feedback Augmentation,"Kang, S.; Jeong, J.; Yun, S.-Y.",2026,,,3,no-doi,,
P844,P01_2109,Governance Forms in the Age of Superintelligence: An Aristotelian Analysis,"Inoue, M.",2026,,,3,no-doi,,
P846,P01_2112,Learning to Imitate with Less: Efficient Individual Behavior Modeling in Chess,"Tang, Z.; Jiao, D.; Xue, E.; Mcilroy-Young, R.; Kleinberg, J.; Sen, S.; Anderson, A.",2026,,,3,no-doi,,
P849,P01_2119,Position: Challenges and Future Directions of Data-Centric AI Alignment,"Yeh, M.-H.; Wang, J.; Du, X.; Park, S.; Tao, L.; Im, S.; Li, Y.",2025,,,3,no-doi,,
P858,P01_2130,To What Extent Do LLMs Respect the Philosophical Stance of Users?,"Shan, L.I.; Qi, J.; Chen, K.",2025,,,3,no-doi,,
P863,P01_2135,Understanding the Logic of Direct Preference Alignment through Logic,"Richardson, K.; Srikumar, V.; Sabharwal, A.",2025,,,3,no-doi,,
P864,P01_2136,Raising the Bar: Investigating the Values of Large Language Models via Generative Evolving Testing,"Jiang, H.; Yi, X.; Wei, Z.; Xiao, Z.; Wang, S.; Xie, X.",2025,,,3,no-doi,,
P865,P01_2137,Do language models practice what they preach? Examining language ideologies about gendered language reform encoded in LLMs,"Watson, J.; Lee, S.; Beekhuizen, B.; Stevenson, S.",2025,,,3,no-doi,,
P868,P01_2140,What's the most important value? INVP: INvestigating the Value Priorities of LLMs through Decision-making in Social Scenarios,"Liu, X.; Liu, P.; Yu, D.",2025,,,3,no-doi,,
P870,P01_2143,Machine Ethics or AI Alignment?,"Vishwanath, A.; Slavkovik, M.",2025,,,3,no-doi,,
P877,P01_2152,Environment-Centered Design of Ethical Environments,"Mayoral-Macau, A.",2025,,,3,no-doi,,
P882,P01_2159,Where Does Value Take Shape? An AI–Human Serious Game Design Experiment on the Poème Électronique,"Murtas, V.; Lombardo, V.",2025,,,3,no-doi,,
P885,P01_2164,OMNI R: EVALUATING OMNI-MODALITY LANGUAGE MODELS ON REASONING ACROSS MODALITIES,"Chen, L.; Hu, H.; Zhang, M.; Chen, Y.; Wang, Z.; Li, Y.; Shyam, P.; Zhou, T.; Huang, H.; Yang, M.-H.; Gong, B.",2025,,,3,no-doi,,
P888,P01_2170,Position: Foundation Agents as the Paradigm Shift for Decision Making,"Liu, X.; Lou, X.; Jiao, J.; Zhang, J.",2024,,,3,no-doi,,
P890,P01_2172,Guaranteeing the Learning of Ethical Behaviour through Multi-Objective Reinforcement Learning,"Rodriguez-Soto, M.; Lopez-Sanchez, M.; Rodriguez-Aguilar, J.A.",2021,,,3,no-doi,,
P892,P01_2174,Towards use of i* to addressing AI Alignment: a Power and Rationalizing perspective,"Gross, D.",2023,,,3,no-doi,,
P894,P01_2176,Analysis of the implications of the Moral Machine project as an implementation of the concept of coherent extrapolated volition for building clustered trust in autonomous machines,"Sołoducha, K.",2022,,,3,no-doi,,
P895,P01_2180,VisAlign: Dataset for Measuring the Alignment between AI and Humans in Visual Perception,"Lee, J.; Kim, S.; Won, S.; Lee, J.; Ghassemi, M.; Thorne, J.; Choi, J.; Kwon, O.-K.; Choi, E.",2023,,,3,no-doi,,
P896,P01_2181,How Gender Interacts with Political Values: A Case Study on Czech BERT Models,"Al Ali, A.; Libovický, J.",2024,,,3,no-doi,,
P899,P01_2185,Can Large Language Model Agents Simulate Human Trust Behavior?,"Xie, C.; Chen, C.; Jia, F.; Ye, Z.; Lai, S.; Shu, K.; Gu, J.; Bibi, A.; Hu, Z.; Jurgens, D.; Evans, J.; Torr, P.H.S.; Ghanem, B.; Li, G.",2024,,,3,no-doi,,
P900,P01_2186,Learning from Active Human Involvement through Proxy Value Propagation,"Peng, Z.; Mo, W.; Duan, C.; Li, Q.; Zhou, B.",2023,,,3,no-doi,,
P901,P01_2189,Dialogical scaffolding for human and artificial agent reasoning,"Modgil, S.",2018,,,3,no-doi,,
P902,P01_2190,Application of magnetic method on the Argentine continental shelf between 35°S and 48°S,"Arecco, M.A.; Larocca, P.A.; Ruiz, F.; Canero, A.T.; Ramos, V.A.",2018,,,3,no-doi,,
P904,P01_2192,Value-guided synthesis of parametric normative systems,"Montes, N.; Sierra, C.",2021,,,3,no-doi,,
P908,P01_2199,Categorizing wireheading in partially embedded agents,"Majha, A.; Sarkar, S.; Zagami, D.",2019,,,3,no-doi,,
P910,P01_2201,Position: Social Choice Should Guide AI Alignment in Dealing with Diverse Human Feedback,"Conitzer, V.; Freedman, R.; Heitzig, J.; Holliday, W.H.; Jacobs, B.M.; Lambert, N.; Mossé, M.; Pacuit, E.; Russell, S.; Schoelkopf, H.; Tewolde, E.; Zwicker, W.S.",2024,,,3,no-doi,,
P912,P01_2204,Be Considerate: Avoiding Negative Side Effects in Reinforcement Learning,"Alamdari, P.A.; Klassen, T.Q.; Icarte, R.T.; McIlraith, S.A.",2022,,,3,no-doi,,
P914,P01_2209,Ethical Reasoning and Moral Value Alignment of LLMs Depend on the Language we Prompt them in,"Agarwal, U.; Tanmay, K.; Khandelwal, A.; Choudhury, M.",2024,,,3,no-doi,,
P915,P01_2210,SAFE RLHF: SAFE REINFORCEMENT LEARNING FROM HUMAN FEEDBACK,"Dai, J.; Pan, X.; Sun, R.; Ji, J.; Xu, X.; Liu, M.; Wang, Y.; Yang, Y.",2024,,,3,no-doi,,
P920,P01_2218,Impossibility and uncertainty theorems in AI value alignment or why your AGI should not have a utility function,"Eckersley, P.",2019,,,3,no-doi,,
P922,P01_2221,Building Multi-Agent Environments with Theoretical Guarantees on the Learning of Ethical Policies,"Rodriguez-Soto, M.; Rodriguez-Aguilar, J.A.; Lopez-Sanchez, M.",2022,,,3,no-doi,,
P923,P01_2223,ComVas: Contextual Moral Values Alignment System,"Padhi, I.; Dognin, P.; Rios, J.; Luss, R.; Achintalwar, S.; Riemer, M.; Liu, M.; Sattigeri, P.; Nagireddy, M.; Varshney, K.R.; Bouneffouf, D.",2024,,,3,no-doi,,
P924,P01_2224,Position: The Reasonable Person Standard for AI,"Rane, S.",2024,,,3,no-doi,,
P928,P01_2229,Value Inference in Sociotechnical Systems Blue Sky Ideas Track,"Liscio, E.; Lera-Leri, R.; Bistaffa, F.; Dobbe, R.I.J.; Jonker, C.M.; Lopez-Sanchez, M.; Rodriguez-Aguilar, J.A.; Murukannaiah, P.K.",2023,,,3,no-doi,,
P930,P01_2233,Towards Explainable Agent Behaviour,"Gimenez-Abalos, V.",2024,,,3,no-doi,,
P931,P01_2234,Efficient exploration of reward functions in inverse reinforcement learning via bayesian optimization,"Balakrishnan, S.; Nguyen, Q.P.; Hsiang Low, B.K.; Soh, H.",2020,,,3,no-doi,,
P932,P01_2235,A collaborative platform for identifying context-specific values,"Liscio, E.; Van Der Meer, M.; Jonker, C.M.; Murukannaiah, P.K.",2021,,,3,no-doi,,
P933,P01_2238,"How to talk so AI will learn: Instructions, descriptions, and autonomy","Sumers, T.R.; Hawkins, R.D.; Ho, M.K.; Griffiths, T.L.; Hadfield-Menell, D.",2022,,,3,no-doi,,
P934,P01_2239,DENEVIL: TOWARDS DECIPHERING AND NAVIGATING THE ETHICAL VALUES OF LARGE LANGUAGE MODELS VIA INSTRUCTION LEARNING,"Duan, S.; Yi, X.; Zhang, P.; Lu, T.; Xie, X.; Gu, N.",2024,,,3,no-doi,,
P935,P01_2240,Towards Pluralistic Value Alignment: Aggregating Value Systems through ℓp-Regression,"Lera-Leri, R.; Bistaffa, F.; Serramia, M.; Lopez-Sanchez, M.; Rodriguez-Aguilar, J.",2022,,,3,no-doi,,
P937,P01_2246,Maia-2: A Unified Model for Human-AI Alignment in Chess,"Tang, Z.; Jiao, D.; McIlroy-Young, R.; Kleinberg, J.; Sen, S.; Anderson, A.",2024,,,3,no-doi,,
P939,P01_2249,Pragmatic Instruction Following and Goal Assistance via Cooperative Language-Guided Inverse Planning,"Zhi-Xuan, T.; Mansinghka, V.; Ying, L.; Tenenbaum, J.B.",2024,,,3,no-doi,,
P942,P01_2254,On the Essence and Prospect: An Investigation of Alignment Approaches for Big Models,"Wang, X.; Duan, S.; Yi, X.; Yao, J.; Zhou, S.; Wei, Z.; Zhang, P.; Xu, D.; Sun, M.; Xie, X.",2024,,,3,no-doi,,
P945,P01_2259,Robust Prompt Optimization for Defending Language Models Against Jailbreaking Attacks,"Zhou, A.; Li, B.; Wang, H.",2024,,,3,no-doi,,
P946,P01_2260,STAY MORAL AND EXPLORE: LEARN TO BEHAVE MORALLY IN TEXT-BASED GAMES,"Shi, Z.; Fang, M.; Xu, Y.; Chen, L.; Du, Y.",2023,,,3,no-doi,,
P947,P01_2263,Exploring the Jungle of Bias: Political Bias Attribution in Language Models via Dependency Analysis,"Jenny, D.F.; Billeter, Y.; Schölkopf, B.; Jin, Z.",2024,,,3,no-doi,,
P949,P01_2265,Policy Aggregation,"Alamdari, P.A.; Ebadian, S.; Procaccia, A.D.",2024,,,3,no-doi,,
P954,P01_2274,Stepwise Alignment for Constrained Language Model Policy Optimization,"Wachi, A.; Tran, T.Q.; Sato, R.; Tanabe, T.; Akimoto, Y.",2024,,,3,no-doi,,
P955,P01_2276,Metric learning for value alignment,"Loreggia, A.; Mattei, N.; Rossi, F.; Venable, K.B.",2019,,,3,no-doi,,
P956,P01_2278,The problem of behaviour and preference manipulation in AI systems,"Ashton, H.; Franklin, M.",2022,,,3,no-doi,,
P959,P01_2282,Value Alignment in Participatory Budgeting,"Serramia, M.; Lopez-Sanchez, M.; Rodriguez-Aguilar, J.A.; Moretti, S.",2024,,,3,no-doi,,
P961,P01_2284,Corrigibility,"Soares, N.; Fallenstein, B.; Yudkowsky, E.; Armstrong, S.",2015,,,3,no-doi,,
P964,P01_2290,Value alignment or misalignment - What will keep systems accountable?,"Arnold, T.; Kasenberg, D.; Scheutz, M.",2017,,,3,no-doi,,
P969,P01_2302,Democratizing value alignment: From authoritarian to democratic AI ethics,"Huang, L.T.-L.; Papyshev, G.; Wong, J.K.",2026,,,3,no-doi,,
P971,P01_2304,Can AI Writing Be Salvaged? Mitigating Idiosyncrasies and Improving Human-AI Alignment in the Writing Process through Edits,"Chakrabarty, Tuhin; Laban, Philippe; Wu, Chien-Sheng",2026,,,3,no-doi,,
P972,P01_2305,Towards friendly AI: A comprehensive review and new perspectives on human-AI alignment,"Sun, Q.; Li, Y.; Alturki, E.; Murthy, S.M.K.; Schuller, B.W.",2026,,,3,no-doi,,
P973,P01_2306,Clarifying “AI alignment,"Christiano, Paul",2026,,,3,no-doi,,
P974,P01_2307,Evaluating AI alignment in LLMs: Output analysis of value priorities across 75 models with human benchmarking,"Lau, G.R.; Low, W.Y.; Koh, S.M.; Nah, F.F.-H.; Hartanto, A.",2026,,,3,no-doi,,
P975,P01_2308,Meta ai alignment director shares her openclaw email-deletion nightmare:’i had to run to my mac mini,"Chandonnet, Henry",2026,,,3,no-doi,,
P978,P01_2313,Institutional AI: a governance framework for distributional AGI safety (arXiv:2601.10599),"Pierucci, F.; Galisai, M.; Bracale, M.S.; Prandi, M.; Bisconti, P.; Giarrusso, F.; Sorokoletova, O.; Suriani, V.; Nardi, D.",2026,,,3,no-doi,,
P979,P01_2315,AI alignment at your discretion,"Buyl, M.; Khalaf, H.; Verdun, C.M.; Paes, L.M.; Machado, C.C.V.; Calmon, F.D.P.",2025,,,3,no-doi,,
P981,P01_2317,AI Alignment Problem: “Human Values” don't Actually Exist,"Turchin, A.",2025,,,3,no-doi,,
P982,P01_2318,Disentangling AI Alignment: A Structured Taxonomy Beyond Safety and Ethics,"Baum, K.",2025,,,3,no-doi,,
P983,P01_2319,From talk to triage: Pluralism is necessary but not sufficient for AI alignment,"Hu, B.; McVay, J.; Leung, A.; Chan, D.; Weber, R.O.; de Visser, E.J.; Summerville, A.; Ravichandran, B.; Zhang, J.; Molineaux, M.; Ji, H.; Basharat, A.",2025,,,3,no-doi,,
P985,P01_2323,The Hard Problem of AI Alignment,"Kneer, M.; Viehoff, J.",2025,,,3,no-doi,,
P986,P01_2326,Artificial Intelligence ethical governance paradigm: From value alignment to value symbiosis,"Xia, Y H.",2025,,,3,no-doi,,
P987,P01_2327,Addressing corrigibility in near-future AI systems,"Firt, E.",2025,,,3,no-doi,,
P988,P01_2328,CVC: a large-scale Chinese value rule corpus for value alignment of large language models,"Wu, P.; Shen, G.; Zhao, D.",2025,,,3,no-doi,,
P989,P01_2329,A Checks-and-Balances Framework for Context-Aware Ethical AI Alignment,"Chang, Edward Y",2025,,,3,no-doi,,
P990,P01_2330,Distortion of AI alignment: Does preference optimization optimize for preferences?,"Gölz, Paul; Haghtalab, Nika; Yang, Kunhe",2025,,,3,no-doi,,
P991,P01_2331,Full-stack alignment: Co-aligning AI and institutions with thicker models of value,"Lowe, Ryan; Edelman, Joe; Zhi-Xuan, Tan; Klingefjord, Oliver; Hain, Ellie; Wang, Vincent; Sarkar, Atrisha; Bakker, Michiel A; Barez, Fazl; Franklin, Matija",2025,,,3,no-doi,,
P993,P01_2334,AI Alignment: Ensuring AI objectives match human values,"Singh, A.",2025,,,3,no-doi,,
P994,P01_2336,Human Value Alignment in AI,"Pappas, I.O.; Vassilakopoulou, P.",2025,,,3,no-doi,,
P995,P01_2337,Human factors and ergonomics in AGI safety and governance,"Salmon, P.M.; Stanton, N.A.; Jenkins, D.P.",2025,,,3,no-doi,,
P996,P01_2339,The paradigm of ethical governance of artificial intelligence: From value alignment to value symbiosis,"Xia, Y H.",2025,,,3,no-doi,,
P997,P01_2340,"Helpful, harmless, honest? Sociotechnical limits of ai alignment and value specification. PMC, 2025. Productivity vs. protection: How to enable ai while staying secure",,2025,,,3,no-doi,,
P998,P01_2342,"AI Alignment in Medical Imaging: Unveiling Hidden Biases Through Counterfactual Analysis,","Ma, Haroui; Quinzan, Francesco; Willem, Theresa; Bauer, Stefan",2025,,,3,no-doi,,
P999,P01_2344,An Evaluation of Cultural Value Alignment in LLM,"Sukiennik, N.; Gao, C.; Xu, F.; Li, Y.",2025,,,3,no-doi,,
P1036,P01_2409,Limitations on formal verification for AI safety,"Dickson, A.",2024,,,2,no-doi,,
P1096,P01_2516,"Natural abstractions: Key claims, theorems, and critiques","Chan, Lawrence; Lang, Leon; Jenner, Erik",2023,,,2,no-doi,,
P1116,P01_2577,"AI safety and neighboring communities: A quick-start guide, as of summer 2022","Bowman, S.",2022,,,2,no-doi,,
P1117,P01_2578,A newcomer’s guide to the technical AI safety field,"Shen, Z.S.",2022,,,2,no-doi,,
P1133,P01_2617,Testing the natural abstraction hypothesis,"Wentworth, John",2021,,,2,no-doi,,
P1138,P01_2632,AI safety via market making,"Hubinger, E.",2020,,,2,no-doi,,
P1161,P01_2677,AI safety debate and its applications,"Kovařík, V.",2019,,,2,no-doi,,
P1196,P01_2768,Progress on AI Safety via Debate,,,,,2,no-doi,,
P622,P01_1559,A software tool to measure the alignment of assessment instrument with a set of learning objectives of a course,"Ramesh, R.; Sasikumar, M.; Iyer, S.",2016,10.1109/ICALT.2016.10,,2,paywalled,https://doi.org/10.1109/ICALT.2016.10,
